节点编号,原文,设计行为,源节点
45,使用场景客厅主要是娱乐。可以一起做运动，观察老人的喜怒哀乐，跟他对话。然后厨房的话可以推荐一些菜谱，比如说，你就做什么健康饮食是多吃芹菜可以降血压，多吃木耳。多吃瓜果蔬菜，然后。比如说还有一些细节的话，可能就是识别一些菜犯冲，然后吃了之后会造成什么呕吐，头晕，像豆角，如果没做熟的话会造成他们食物中毒。那卧室有什么好，卧室提醒他早点休息。早点休息，早点睡觉，吃药好像也就这些老年人的生活好简单,概念合成-行为,44
46,他出门要提醒他。带什么东西？他白天的活动区域就这些。他出门要带钥匙，带卡带手机。关掉水电煤气。回来的时候。好像也就这点事，老年人安全。安全健康陪伴,概念合成-行为,44
47,机器人那就手小一点的机器人可以揣包里的。感觉老年人现在用手机用的比较困难。那可能小机器人像可以放在桌面上那一种。更方便他沟通,概念合成-结构,46
48,像一个小宠物，人家出门遛狗，他出门遛小机器人当电子宠物遛,概念合成-行为,47
49,如果路上有人要加他微信就可以跟宠物讲。加微信或者是扫码都可以用这个宠物解决，就可能不需要带手机了。如果老年人丢了的话，出去遛弯遛丢了这个小宠物还可以跟着他。可以记录老年人一天的遛弯的路线消耗的能量，传到他的儿女的手机里面起到一个日常监测的作用,概念合成-功能,48
50,不同老年人之间的宠物还可以交朋友,概念合成-功能,49
51,如果发现老年人有在外面，比如说中暑了或者是。有身体不适也可以及时报告，同时因为他带电子宠物出去遛弯，定位也很容易，先就定到了，定到之后就救他,概念合成-功能,49
52,可以抱起来，可以在外面遛它可以牵绳遛它不牵绳遛它。还可以寻路给他搞一个GPS。告诉他我要去哪儿就去饭店和朋友聚餐。或者是去药店买药或者去医院复查。或者是甚至去到儿女家？去遛弯都可以。它就可以自动寻路,概念合成-行为,51 
53,小电子狗要具备一个手机跟手机不一样的也可以。狗可以带着它走。狗狗猫猫带他去跳广场舞。我可以带他去找自己的朋友,概念合成-行为,48
54,这个狗还不能太小，就要好几个设备才行，如果当宠物的话，需要多个设备，不然它屏幕很小,概念合成-结构,53
55,这个导航就要通过手机设计就要设计一款APP。和狗联通，同时可以设置家庭成员联动,概念合成-结构,54
56,但是又不能太像狗，大家就不会相信这是有科技感，同时可以进行计算的电子产品。可信度不够,概念合成-结构,55
57,老年人的GPS a到哪都能看到。有什么需求，若和老年人没有办法沟通，这个狗就可以识别。这个狗就会和家里人进行。沟通提醒老年人提醒家里人,概念合成-功能,52
