节点编号,原文,设计行为,源节点
31,比如说在家里面存放的冰箱里面存放的这些菜，呃，究竟是有没有产生一个坏了的行为那。其实就是老年人，因为他眼睛有有些问题，他可能看不到这个东西已经已经发霉啦什么的,基于功能的先例,29;30
32,我觉得这款机器人它更多是像一个机器，嗯，它比如说它是一直存放在冰箱里的，比如说是贴在冰箱上的一款，,概念合成-结构,31
33,嗯，小小小型的，非常，就是可能就一个手掌大小的。一个机器人，,概念合成-结构,32
34,一个机器人，那他可能从老年人购买了一个，比如说买了一块肉回来，然后放在冰箱里，那他能从此刻就是感受到这个肉的存在，从而录入这个肉的信息，比如说他是从什么时候来的,概念合成-行为,31
35,然后可能会有一些照片的记录，那当老年人比如说过了五天之后，他又重新把这块肉拿出来的时候，他可能会产生一些霉变的，呃情况，那这个肉的话。它首先会有一个影像的拍摄，对对它进行一个简单的扫描，,概念合成-行为,34
36,然后一旦出现了这个肉质会有损坏的这个行为，它可能会也会进行一个简单的语音提示给老年人,概念合成-行为,35
37,然后另外它放在冰箱上的话，嗯，可以，就是每天在老年人进行一个。做早饭，中饭，晚饭的这个呃过程当中对他起一些就是帮助比如说。比如说告告诉他嗯。你在做一道就是红烧呃，炒蛋的时候。嗯，你这个也要加多少的量，有要加多少的量，就是能告诉他，比如说我是把这个。酱油加多了那可能。他。感受到了这个行为之后，然后会提示老年人，你应该再多加一点水，呃，保持你这个健康的状态，这样子。,概念合成-行为,36
38,结构方面的创新的话，我觉得它可能就像一个。嗯。小小的不倒温，或者或者类似于那种摄像头,概念合成-结构,33
39,但是要把它的整个造型做的呃更卡通一点，更柔和一点,概念合成-结构,38
40,第三个方案的话。第三个方面的话，我就从听觉角度出发吧，,基于功能的分析,10
41,像一到老年人就家里的行为，平常就是看电视呃或者是。听广播为主,基于功能的先例,40
42,它可能更多是一个。它可能更多是像一个那种闹钟的感觉。,基于功能的先例,41
43,嗯，虽然老年人可能不需要闹钟就自然醒了,基于功能的评估,42
44,他这种闹钟呃可能会到了点提示他，比如说今天看。今天看这个电视的时长，它连续看的时长会比较久，嗯，比如说老年人看电视的时间不能超过四小时,概念合成-功能,42
45,然后另外就是对分贝其实也需要有一个要求,基于功能的分析,41
46,就是有些老年人他嗯。呃，耳膜其实已经有一定的损伤了嘛，那它呃，可能医生会给他一个规定，呃，或者是有一个这样一个国际标准规定，它的耳朵其实是不能超过多少分贝的,基于功能的先例,45
47, 那这个机器人？它也。也更多是。比如说是有它有一个显示屏幕,概念合成-结构,46
48,呃可以告诉老年人呃这样子。的行为。,概念合成-行为,47
49,或者是它跟？这个遥控板会有一个联动。嗯。比如说它其实是一个遥控版的,概念合成-结构,40
50,它的关系比如说是像那个扫地机器人，遥控器，然后它们俩是有那个子母关系的,概念合成-结构,49
51,比如说我放在上面的话，它监测到了，你们在看哪台电视，它的呃分贝超过了多少多少，它是可以自动把这个音量给进行一个减。递减或者是,概念合成-行为,50
52,或者是它监测到这个家里电视的分贝啊，不，电视播放的时长已经超过了四个小时了，嗯，它会自动把这个电视屏给熄灭。,概念合成-行为,51
53,因为我有观察到，就是有些老年人在家里睡觉，他是会把电视机一直亮着的，就是你可能。,基于行为的先例,52
54,就整晚就是亮着，那其实也从节能角度上来说也不太好啊,基于行为的评估,53
55,那比如说是监测到这个老年人，他们已经进入深睡眠的这个状态了之后，他的这个电视机也是可以。自动熄呃自动熄屏的嗯，起到这样一个作用,概念合成-行为,54;52
56,"那他这个机器人他在陪伴方面来说的话,比如说嗯，他在。他在看嗯，春节联欢晚会或者哪些节节到哪个节日的时候会简单提示一下，就是说祝您什么节日快乐啊",概念合成-行为,40
57,或者是在整点的时候，他会有一个简单报时，嗯，比如说嗯什么现在是晚上，嗯，六点钟什么呃，即将为您播放什么新闻联播啊，嗯，然后以及提示它，就是您今天可能还有什么事情没有干啊，这样子,概念合成-行为,56
58,然后它更多其实也是一个智能产品。嗯，老年人平时除了看电视，也可以跟他进行一些简单的交流互动聊天,概念合成-行为,57
59,嗯，也能把老年人一些行为给记录进去。,概念合成-功能,58
60,第四个方案就是把。把把老年人的拐杖的头部可能进行一些简单改造，然后让它变成一个更智能的拐杖吧。,基于功能的分析,0
61,我们在家里的话，它其实也也需要用来拐杖进行一些简单的走路,基于功能的分析,60
62,他头部的话。可能会有一个小的遥感，嗯，类似于。也是上。遥控板它的作用,概念合成-结构,61
63,嗯。那我觉得如果它能进行一些什么天气预报啊，就是把一些手机上简单的功能,概念合成-功能,62
64,不错，就比如说像。呃，智能报警。只能报警。然后像一些呃紧急联系人。,概念合成-功能,63
65, 就是嗯，还有一些。备忘录吧。就比如说它嗯开启备忘录，语音控制这一个地方，就是到了时间点,概念合成-功能,64
66,就其实它是类似于siri的这样操作，比如呃我几点钟要呃干什么,基于行为的先例,65
67,然后到了点的话。嗯，他这个。呃，拐杖他就会播报这样一个行为,概念合成-行为,66
