节点编号,原文,设计行为,源节点
20,健康的话，我觉得如果说做新产品，还有一种思路，面向不同的疾病类型的特殊群体,基于功能的分析,19
21,这是我觉得这是一个常用的、比较好用的一个套路。在普遍化的视角的前提下，你去选定一个特定视角，那这样的你可能开发产品会好做一些,基于功能的评估,20
22,比如说像传统的这种陪伴机器人，可能它就是这种人形的简单的造型。,基于结构的先例,21
23,但是你如果针对视弱群体，不是盲人，只是视障或轻型视障或视弱群体的话，或者说色弱。假如说是走概念比赛类的这个路线的话，,基于功能的分析,22
24,那这个时候，你的机器人再去做日常交互，或者说造型设计的时候。他可能这个切入点就不太一样，他的陪伴跟他这个维度，我觉得设计上可以有一些新的点去存在,基于行为的分析,23
25,其实我们就是，从一开始是做了一个造型方面的，就是跟传统的产品拉开差距,基于结构的评估,10
26,然后再从交互过程中，然后跟现有的直接语音对话式基础上增加一些情感的东西,基于行为的评估,18
27,再最后的话就是对养对中老年人这个人群做一些前提设定,基于功能的评估,20
28,再去畅想一下的话，这个陪伴机器人，这个所谓的这个机器人，它有哪些限定的形式吗？,基于结构的分析,0
29,比如说像XR形式的这种机器人，或者说像这种折叠机器人，或者说像什么机器人，它都算机器人，,基于结构的先例,28
30,我觉得也可以进行一个思考，比如说像之前看那个有一个什么滑雪的，还是说雪地救援的什么的，它就是做了一个AB款的这种分体型的机器人，,基于结构的先例,29；10
31,首先限定一个，比如说针对视弱群体的,基于功能的分析,20；23
32,然后还有一个听障群体的,基于功能的分析,20；23
33,然后再比如说完全从一个这种普遍的，再做一个普遍化的。,概念合成-功能,20
34,那像这个是视弱群体的话，它可能比如说像它在这个色彩识别，或者说这种颜色饱和度识别上，它可能有些问题的,基于行为的先例,31
35,还有老年人面对不同的性别，这个是我刚刚忽略掉的，性别差异。,基于功能的分析,0
36,比如说你陪伴的中年、老年、男性、女性，它其实这个需求应该都不一样，,基于功能的分析,35
37,比如说像我之前看过一个文章，包括看一个就有调研，为什么在培训行业这个女性。他往往去谈单或接触新客户的时候会。更比男性的。拓展客户的会容易一些天然的亲和力。,基于功能的先例,36
38,所以说我觉得在这个造型上，我觉得也是需要去有一些考虑的。,基于结构的分析,37
39,那针对视弱的特征，比如说看不清，看不清的话就要增加一些触觉的这种东西,基于结构的分析,34；38
40,比如说不同的材质的组成,概念合成-结构,39
41,或者说在它进行一些语音交互的时候，他是不是会有一些不同触感，或者说不同振动频率的一种交互。,概念合成-行为,40
42,然后针对这种听障的话，他的视觉上其实没有问题，可能重点在于听上,基于功能的先例,32
43,那在听上如果有问题的话，我们就要从从这个视觉进行补偿吧，视觉补偿，,基于功能的分析,42
44,比如说像光照，还有这种字体、涂鸦。,概念合成-功能,43
45,比如说像平常的话看到我家里来客人了，然后像听障他感受不到，他就用灯光进行补偿的,概念合成-功能,44
46,去做人形陪伴机器人的话，他是不是也是会有这种需求,基于功能的分析,45
47,然后突然想起一个补充点，就是说它是不是也会有，除了现在差异之外，它会有白天或者晚上的这个需求差异。那如果这样的话，对于这种视弱跟听障人群的话，他在晚上。又会有什么不同的差异，我觉得可以做进一步的思考。,基于功能的分析,46
48,比如说像听障人群，白天晚上应该没什么，白天就是它这个噪音会多一些,基于行为的先例,47；32
49,视弱人群，他可能确实会晚上会有一个需求，他晚上他可能看不见了,基于行为的先例,47；31
50,比如说中老年人他起夜活动什么的，他是不是需求会更多一些,基于功能的分析,49
51,现在这种人形陪伴机器人，他可能他现在已经有智能家居了，他可能跟全家的这种智能家居是联网,基于功能的先例,50
52,其实这个时候所谓的这个，A B款是不是就可以用在比如说像白天的时候这个拟人化的这种机器人，他是陪伴在身边，,概念合成-功能,51；10
53,但是在夜晚他可能这样去移动的话，老人他也不会说会感觉很烦的，比如说一个打那么大的物体来会动，然后特别亮，,基于行为的评估,52
54,那这个时候它是不是有一个机器人身上的某一个子部件可以单独取出来？放在床头或组合件放在床头，然后晚上的时候可以拿它去做使用,概念合成-行为,53
55,然后听障的话然后那在室内的话，对于听障人群来说，可能他要考虑的是比如说像家里的噪音。,基于功能的先例,48
56,家里噪音不是特别多，可能需求也不是特别大,基于功能的评估,55
57,比如说像家里在这种特殊场景下做水了，就家里在烧水，或者说家里在他洗澡放水,基于行为的先例,56
58,或者说类似于这种场景下他没有办法去及时感知的话，如何给他一些提醒,基于行为的分析,57
59,从一个普遍性的需求上来说，我觉得中年跟老年的需求可能还是不一样,基于功能的分析,0
60,比如说中年，他会有一些社交属性吧,基于功能的分析,59
61,像老年的话，他可能寻求的是一种陪伴的娱乐性，他需要有一个娱乐吧,基于功能的分析,59
62,我觉得能陪他一块，比如说下棋，然后能够同时敦促他健健身。这种的维持他的健康，帮他做一些康复,基于行为的分析,61
63,中年人的话，他也有一些社交属性。面对不一样的。状态的话，我们如何去着重设计？,基于功能的分析,60
64,在传统的造型的基础上，是不是可以去迭代一个造型,基于结构的分析,28
65,首先是怎么去打破？机器人的。固化的形象，除了传统的方式上是不是有一些别的方式？,基于结构的分析,64
66,比如说折叠机器人，可大可小的折叠机器人可以吗？,概念合成-结构,65
67,这样的话，老年人在上厕所，然后晚上睡觉，早上起床的时候，他突然起的话，或者说他起来的过程中需要有一个协助的过程。,基于行为的先例,66
68,这个时候变形机器人是不是会更加的符合老年人的他的实际生活需求,基于结构的评估,67
69,我觉得可以思考一下，像这种社交属性的机器人，那是不是比如说像是放开去想的话，机器人的面部，他既然要求是社交属性，他的面部是不是可以？比如说像我跟别人去实时交互的时候，,基于行为的分析,63
70,比如说我跟别人再去实时交互的时候。我在家，他也在家，但是这个机器人它的面部是一个LED屏或电子屏或者液晶屏什么的，然后显示出来是我们双方的面部，然后我们双方就好像实际的在隔空玩游戏或什么的是这种的。,概念合成-行为,69
71,然后还有一个还是没有考虑到的点是，比如说子女对老人的关爱需求。,基于功能的分析,0
72,比如说，他们既然会买机器人，一般肯定就是自己为了解决生活中的问题，或者说子女为了协助辅助他进行远程监测，他们如果有什么疾病的话可以突发去有一个观察,基于功能的先例,71
73,在这个时候从？子女配偶的角度，对中老年人的健康陪伴机器人跟他们如何做到一个互动？我觉得这个也是需要思考的吧。,基于行为的分析,72
74,这些大概的问题都想的差不多的前提下，这个时候就开始去考虑，整体来说就是一个软硬件。软硬件的设计，再加上一些基础应用,基于功能的评估,73
75,基本上是大概是这样吧？针对不同的群体，然后不同的需求。从软硬件上面如何设计技术？如何去应用加持？推导出来的造型我觉得也可以去。面向普通的用户群体。比如说针对示弱群体，你去设计一个特别鲜艳色彩，没有任何意义，但是你面向儿童群体的话，你可能。需要设计的可爱一点，你面向。男性用户，他可能不太需要一个特别阳刚的。比如说面向。中老年人。他到底是需要一个什么样的？,基于功能的分析,74
76,功能提醒更多是老年人他可能需要吃药。然后能。陪他玩。能够监测他的健康给他一些健康建议。,概念合成-功能,75
77,这个时候对于这些部分功能的需求，拆解组合的话。我可以运用一些模块化的思维在吧,基于功能的分析,76
78,新技术的应用的话，比如说扩展，是不是像机器人本身也带投影功能,概念合成-功能,77
79,从概念大概是整体的这么一个思路,基于功能的评估,78；6
80,从落地上来看，可能还是稍微实际一点，从造型上更多去做,基于结构的分析,5；79
81,结构上的话，我觉得就是刚才说这几块儿了吧。让他面向中老年的时候能够有高有低,基于结构的评估,80；66
82,然后从材质差异上，比如说现在的这种产品，他们这种材质可能还是比较冰冷,基于结构的先例,80
83,所谓的新产品在材质上来看，差异是不是在关键接触部位？,基于结构的分析,82
84,关键接触部位，采用柔软有温度的材料，甚至说可循环的材料,概念合成-结构,83
85,之前看过一个新闻，机器人晚上暖被窝什么的？,基于行为的先例,84
