节点编号,原文,设计行为,源节点
15,然后如果更有趣点的话，这边也可以是一个小产品。比如说是一个小灯泡，甚至是小闪光灯之类的动态展示的东西、动态行为的产品，它可以根据老人家他的一些健康情况做出一些反馈，比如说他某一次测正常的情况下，都是心率是正常的，血压也很健康，就是它是一个健康的状态。例如，它是一个灯泡形状的话，它就会亮着一个柔和的灯。代表健康。然后如果某一次测量的时候发现它出现了一些波动，它可能需要一些帮助去关注一下这个健康点了，那它可以是一些闪烁的光之类的。,概念合成-行为,14
16,一个比较弱的交互，它会有一种陪伴的性质被强调。我并不是一个冷冰冰的手机上去看他怎么怎么样去记录他很怎么样，而是每天来到家里，坐在沙发上，就看到墙上有这样一个实时告诉我爸爸妈妈或者爷爷奶奶，她在一个这样的健康状况。梦想，它永远都是一个柔和的光，我就可以安心一下，知道他今天也过得很好，这样，然后当我发现他开始有一些闪烁的光的时候，这样一个微弱的交互，因为它测量的可能不是一些很紧急的疾病。我只要能够看到它就可以并不一定要非常及时的去知道它，所以他这样子的阐述的时候就可以去意识到一下，我可能需要回家看看了之类的,基于行为的评估,15
17,如果在天马行空一点，它可能不是说非要现有的技术就成熟的做到的话，它可能这个健康陪伴还可以非常的夸张一点，更fancy一点，例如它是在出行的时候都可以去做的。那它的形态可以千奇百怪了,基于结构的分析,1
18,例如常见的老年人会有一个小拐杖，那这个拐杖时都会有那个手去握住它的状态，所以它几乎是。几乎是永远在监测它了，只要它走在街上就可以去监测到这件事情,概念合成-功能,17
19,附带了一些其他的功能价值。例如它正常的拐杖的本身的功能支撑它，然后它可能还可以具备一些像是引路、提醒这样之类的,概念合成-功能,18
20,它可能就会有点像是一只盲人的导盲犬就是它永远可以在我的手上帮助我的日常生活起居，但是它会具备各种各样子的形式的功能都汇聚于一体，所以它也有陪伴的性质，然后永远在监测我的状况,基于功能的评估,19
21,健康的机器人这样只不过它的形态会放在了一个人或者是动物这样的形态上，而是一个更便于日常时用着它的东西这样子,基于结构的评估,19;20
22,这是一个联想出来的内容就是以现在物联网去出发做出来的，各种什么全屋智能的那些装修，有点面向于酒店项目或者是年轻人的家里，或许这么做，他就可以很正常的通过天猫精灵、小爱同学去调控,基于功能的先例,21
23,但是如果以老年人为主题去做全屋智能的装修的话，那这个中控就是我们现在会用的。他就可以改成健康陪伴的机器人中控的存在，可以是老年人的机器人健康陪伴,概念合成-功能,22
24,然后他在拥有这些帮助他生活起居的各种内容的基础上。我们需要的是他带来的便利，老年人需要的可能是便利至上的更多的一些帮助,概念合成-功能,23
25,还可以是有健康性质，就是例如卫生间里的马桶什么的。各种东西都是可以被中控给链接上的就可以去监测它各种各方面的东西了,概念合成-功能,24
26,通过它的排泄物什么的判断，它的健康状况都是可以被健康陪伴的机器人去中控住的，然后还有他的饮水机之类的，就可以被脸上去看到，他说今天喝水量是否足够之类的。包括不限于这些所有内容，它可以借助全屋智能的一些各种各样的设备去无形之中记录它所有的健康数据，然后通过这个中控机器人去可以去操作这些内容的同时也可以帮助他。,概念合成-功能,25
27,第一个它就是我们就定做沙发上的一个玩具熊！它是毛绒材质的，看起来跟普通的无二质，然后它内置了各种各样的监测的东西，胸部传感器,概念合成-结构,2
28,然后可以有一个配套的内容是用户方,概念合成-结构,27
29,弱交互产品，先当它是一个小灯泡吧，小壁灯因为它们可能是分居两地的自己老人家自己住，年轻人在大城市里又自己住这样子，然后它可以是一个壁灯，然后它弱光柔光。敞亮柔光代表他的健康是不用担心的，他今天都很好。不要。如果他出现一些闪烁的光。需要关注了,概念合成-功能,15
30,陪伴的话，这个小熊可能它的那个眼珠子那里可以就是一个小监控，它是可以让。摆在沙发上就可以去看到他说是什么样子的生活状态，今天有安全的待在家里没有出现什么意外状况，他也可以有一些发声的地方和收音的地方就完全就是他的五官。可以就不用说，非得打电话去做交流，而是实时的，可以通过小熊去记录下来。这个老人家可能竟然跟他说了些什么话，孩子也是可以借助小熊去跟他回复出来的。还挺好的,概念合成-功能,29
31,拐杖的话有一点细，有点难以想象，首先它可能就是一个拐杖，但不是很普通的拐杖形态，可能就是有三个角的支撑拐杖,概念合成-结构,18
32,首先还是引路，就是他会有一些常用的目的地的引路，比如说老人家他可能经常去什么公园回家去超市，这样几个点是非常容易被选择的，这个声音提醒还可以是孩子声音就更好了,概念合成-功能,31
33,他因为手部握着的地方是一个总是得抓着的点，然后这个地方就去放这些传感器去监测，像这里说到的什么血压，心率之类的方式去测量住它，然后也可以实时记录下来，这些内容出现异常的去提醒孩子这件事情,概念合成-功能,32
34,还有什么可以借助拐杖这一点载体可以很好用的功能可以加上的,基于功能的分析,33
35,它可以去控制全屋链接和控制,概念合成-功能,23;34
36, 可能让它形式更弱一些，就不是像这种一个很强的实体的存在，它可能特别弱的那种健康的监测，比如说它只是一个放在茶几上的普通的方块的东西,概念合成-结构,1
37,他上面可能有些像湿度温度的传感器的监测去判断家里的温度可以做出一些提醒说可能可以怎么调,概念合成-功能,36
38,这没意思,基于功能的评估,37
39,想到一个可能很搞笑的东西，刚脑子里动过了漫威的电影，那个小树枝，因为很多老年人会养一些花花草草的在家里，一群花里的其中一盆花或者是一棵树,基于功能的先例,1
40,他是那样一个植物的外形，但是却具备一些很像人一样很智能的东西，,概念合成-结构,39
41,那每次几个老年人去给他身边的花草树木浇水去做每日的呵护的时候，那也可以正好的。顺手的跟这颗植物特别植物去做一下交互，比如说抚摸一下它的枝叶。然后这个东西就可以顺手监测一下它的状态，然后它也可以去做，就是去做健康监测,概念合成-功能,40
42,然后它本身又是一个很柔和的。在屋里的形态就只是一个植物，开展自己的身躯之类的，会有一些很美丽的状态，,概念合成-结构,40;41
43,然后这个状态就可以是一种陪伴上的点就是向他呈现说你现在很开心，就是一些回应吧，比如说老年人现在的状态还看起来挺开心的，他可能也会开的更大，陪伴上的回应就是告诉他是有这样一颗植物，是一直在关注着他的,概念合成-功能,42
