节点编号,原文,设计行为,源节点
35,因为有一些老年人，其实心理上是比较怕于社会做年龄化的脱节的。及时的把一些年轻化群体在看的一些热点的事件、网络的用词像老年人做一个科普，让他可能觉得没有脱离社会,基于功能的先例,34.0
36,比如说家里的植物或者天气。这些信息或者状态，可以通过某一种可视化的方式呈现,概念合成-结构,30.0
37,比如说我花盆里的植物有一种传感器的话，植物缺水了可能机器人就会。我感受到就是一种拟人化的方式，比如说植物就是一个拟人化的东西，他可能会说出来说他缺水了。我如果天气不好或者天气很好的话。可能又会是以另一种可视化的是呈现出来,概念合成-功能,36.0
38,因为日常老年人独居一些生活中是没有一些交互的事情。如果这种短暂的很生硬的交互的话，他也不是一个可以日复一日去重复的这样的一种交互形式。,基于功能的评估,37.0
39,那可能就是把一些日常中本来没有交互形态的这样的一些静态的事情，能够传感情的方式去赋予他一些交互的点,基于功能的分析,38.0
40,就比如说所有的植物也是可以交互的，植物也是有情感有状态的。,基于功能的先例,39.0
41,然后。因为可能独居老人可能不一定会都去养宠物，因为养宠物其实会给他造成很大的负担和困扰，他可能自己收拾也不方便,基于行为的先例,39.0
42,可能把静态的内容通过传感器的方式增加一些日程交互的可能性,概念合成-结构,40.0
43,第四个比如说像有点类似于像年轻人会用一些健身软件，比如说Keep，他可能有一些身材管理的需要,基于功能的分析,2.0
44,老年人其实有很多这种健康锻炼，可能它不适合像年轻人这种比较大能量或者大消耗锻炼的，老年人可能会有一些他自己的健康锻炼的方式,基于功能的先例,43.0
45,机器人的形态可能有两种。那一种盒子投影出来真人，然后可能在空中投影一个真人可以给我一些健身的辅导，或者是运动的一些动作的辅导,概念合成-功能,44.0
46,第二种就是人形的机器人，里边可能就会以真人的我能看到这个人的方式，比如说教我一些健康锻炼的一些动作,概念合成-结构,45.0
47,那比如说像老年人可能会用的像太极拳，八段锦，像这样可能够通过机器人的方式来去指导我去做,概念合成-行为,46.0
48,还有一些粘性的管理。如果我很长时间没有去做锻炼，可能会给我一个正反馈或者是负反馈的激励的方式,概念合成-功能,46.0
49,他可能会有点像类似于像打卡的，我每天都来做这个事情，可能我会得到什么样的奖励。可能这个奖励比较吸引老年人的有日常的蔬菜的供给，比如说我每天打满了两个月，能够拿一箱水果是这样,概念合成-功能,48.0
50,有点像健康锻炼导师这样的感觉,基于功能的评估,49.0
51,还有的话可以做一个记忆辅助的机器人。现在老年人可能会有记忆力减退这样的隐患？,基于功能的分析,2.0
52,可能机器人就类似于一个ipad，或者也可以是类似于像在地面行走，类似于像酒店的机器人,基于功能的先例,51.0
53,讲的方式两个方面吧，一方面是帮助去记录。重要的事情，重要的时间节点，有点像历史的感觉,概念合成-功能,51.0
54,第二个的话就是会。他会通过语音交互的方式去提问，你记得前天发生过什么，或者你记得下下周要做什么样的事情,概念合成-功能,51.0
55,做一些记忆训练回顾一些前段时间的照片。做到这样的一个辅助,概念合成-功能,54.0
