节点编号,原文,设计行为,源节点
23,还有什么结构上的作用，结构上和其他的小药箱结合,概念合成-结构,22
24,比如说如果是她生病了，子女又担心她。就是不按时吃药，或者是整不明白，,基于功能的先例,23
25,那我觉得是不是我们的智能陪伴机器人，它可以有一个那种专门的医药模式,概念合成-功能,24
26,就是每天会从他的小药箱里面可以定时取出来一些他的什么药品。,概念合成-行为,23；25
27,然后他取出来的时候也可以嘱咐他说怎么吃,概念合成-功能,26
28,那我觉得中老年的话，他可能还有一个特点是他可能会有儿女。是不是可以和儿女之间有一些联系,基于功能的分析,27
29,我突然觉得我的第一个想法也还行，就算成我的第一个方案，吃药陪伴机器人,基于功能的评估,27
30,它的特点，可以它的功能上来讲，可以联网，最好可以连接到医院，连接到医院或者医生,概念合成-功能,29
31,这样就是让我会觉得比较安心的一个产品，就是觉得可能会比较权威，获取最准确的用药方案,基于功能的评估,30
32,第二个的话然后每次使用的时候，可以和小药箱结合，方便取,概念合成-功能,29；23
33,然后还有可以及时通知自己的子女,概念合成-功能,29；28
34,就是感觉一个是这些老年人，他们吃药的时候也可以变得很健康，然后一个是他的儿女也放心，他的医生也放心。,基于功能的评估,33
35,还可以在就医的时候看到之前的服药。,概念合成-功能,34
36,这个场景就是在家,基于功能的分析,35
37,然后对话的方式，行为可能可以被动交互和主动交互。,基于行为的分析,36
38,对，我觉得老年人他自己有问题了，可以去语音来问,概念合成-行为,37
39,还有他可以想要小药箱向他可以及时去进行提醒。,概念合成-行为,37
40,第二类的话，我觉得健康陪伴机器人，我觉得另外一个老年人可能就是不同于吃药的人群，可能就是有一类人群是目前的健康还没有受到问题的这种老人。,基于功能的分析,1；29
41,那这种老年人我感觉他可能就重在刚才说的健康监测的那一类,基于功能的分析,6；40
42,我突然又觉得它和那种智能产品结合可能会好一点。但是这个好在什么呢？,基于功能的评估,41
43,或者是健康陪伴机器人，中老年人，他可能会比较想去广场上，或者去什么地方去运动，然后去进行锻炼,基于行为的先例,41
44,那是不是可以让他在家里去进行？,基于行为的分析,43
45,但我觉得这个存疑问,基于行为的评估,44
46,我觉得第一类人群他可能就是想吃药，,基于行为的分析,29
47,第二类比如说子女长期不在家，他可能会需要一些平时的健康监测了，健康陪伴机器人,基于行为的分析,45
48,然后甚至把方案三我也先给它定了，就是在家运动,基于行为的分析,44
49,健康监测的话，我感觉那肯定是要有一些基础的，比如说血压、血糖之类的,基于功能的分析,47
50,我感觉他可能就是一个大集合，就是感觉每个家里他可能也会有什么血压，血糖，血氧仪之类的这些东西,基于功能的先例,49
51,感觉可以把这些东西变成，全集成在小机器人身上,概念合成-功能,50
52,这个时候，我觉得他也可以发起一些主动的交互,概念合成-行为,51
53,比如说一些人他可能现在在家的肯定都是自己主动发起的,基于行为的先例,52；49
54,那是不是可以让机器来发起一些健康监测的行为？,基于行为的分析,53
55,比如说一些老年人，他肯定会，他觉得自己健康，他买了这些东西，但是他可能不会自己经常自己主动去说，我来测个血糖吧，一般都是会说，我不太舒服的时候去测,基于行为的先例,53
56,那这个健康监测陪伴可能是他不但有这些东西，然后全集成在他自己的身上,概念合成-功能,51
57,然后他也可以去主动的发起，就是比如说每天或者是什么时候定期的去监测,概念合成-行为,56；54
58,然后我感觉他也可以根据监测的一些结果，智能生成饮食或者其他生活方面的建议，就是比如说血压偏高之类的吧？,概念合成-功能,57
59,然后还有及时了解自己的状态，感觉也可以及时就医,概念合成-功能,58
60,然后他的地点肯定也是主要在家,基于功能的分析,36；59
61,在医院其实也可以。,基于功能的分析,60
62,然后在医院的话，其实感觉可以给他保留一种可能性，就是如果说在医院的话，他可能功能上会更加偏向于种住院的病人,基于功能的分析,61
63,可以减缓护士的压力,基于功能的评估,62
64,就是他在每次测完之后可以用机器每天来回的跑,概念合成-行为,63
65,底下有轮子,概念合成-结构,64
66,然后这个感觉也是有两种，一个是被动的，老年人他自己来，然后还有就是机器人来发起这个都行,概念合成-行为,64；52；37
67,我感觉就是可以支持和一些智能设备的连接，就比如说老年人的手表，然后把数据统一监测到一起,概念合成-行为,66
68,可能会更加的准确，就可能更科学，更全面一点,基于行为的评估,67
69,第三个是运动陪伴机器人。这个就也是和健康相关的,基于功能的分析,48
70,但是有一些大多数老年人感觉现在的行为都可能会想去那种广场上去玩，或者是什么。一个是他可能会可以和其他的人之间就一起做运动,基于行为的先例,69
71,然后还有就是他每天形成的一个习惯，那肯定是会比较好,基于行为的评估,70
72,那我感觉如果是在有在家运动的这种需求，其实也有一些老年人，他就说会，我感觉就是要记一下他人群的特征。,基于功能的分析,71；44
73,我感觉他可能，由于生病，感觉可能会更加偏向于老年人腿脚不利索的那种。,基于功能的分析,72
74,尤其是比如说在东北或者一个北方。冬天下雪那地面比较滑。不方便出去。,基于行为的先例,73
75,那是不是可以通过小机器人给他一个更多的陪伴,基于功能的分析,74
76,然后这个小机器人的功能我感觉就也比较的明显，它可以做各类的广播体操、广场舞。那都是一些安装包,概念合成-功能,75
77,我感觉我想给他形成老年人社区。,概念合成-功能,76
78,感觉其实也就是附近的人，因为他平时出去遛弯的话，也是附近的那些老头老太太，然后这个时候就是附近使用这个机器的人，他可以一起去进行比拼，然后比拼了之后或者是一起去做运动。,概念合成-行为,77
79,还有我感觉他们之间也可以不仅有这种社区，还可以加运动的引导,概念合成-功能,78
80,比如说先输入或是选择一些身体状态，可以给他推荐更适合的运动，,概念合成-行为,79
81,我觉得这个也很重要,基于行为的评估,80
82,尤其是现在有一些那种老年人，就广场舞会做那种很快的，然后他可能反而起到的是一个负面的作用,基于行为的先例,81
83,然后感觉他就是可以在他不方便出去的时候给他一个生活上的满足,基于功能的评估,73；74；75
84,就比如说他非常的希望能够和其他的人一起运动，或者是他可能有运动，但是自己作用没有意思的时候，那这个时候通过这个小机器人就每天会给他定时提醒。,概念合成-功能,83
85,就是使用场景也是在家里,基于功能的分析,84
86,行为的话。和上面一样，一个是被动的，他可以自己去操作或者是语音,概念合成-行为,52；37；85
87,另外就是定时,概念合成-功能,86
88,我想到了这个功能，还有一个比较好的点。就是它和广场上不一样的优势。,基于功能的评估,87；43
89,广场上可能自己出去运动或者是自己运动，可能就是一次运动很久,基于行为的先例,88
90,就是可以给他那种。就有点像是久坐提醒吧之类的。给你给他一天？我死你。那这样的话，,概念合成-行为,87；89
91,那这样的话，其实每天可以就是少量多次，就是肯定会更加的合适。,基于行为的评估,90
92,也可以根据他的一些自身的健康状况去量身定制,概念合成-功能,1
