节点编号,原文,设计行为,源节点
20,呃，因为又考虑到这种陪伴的机器人，他可能会需要比如说在房间里四处游走，或者甚至要到户外去陪伴老年人完成一些什么活动,基于结构的先例,19；2
21,所以说呃，我觉得他在。就是尤其是在下面，它有可能是轮子，也有可能是履带，甚至是，甚至是呃用这个就是。呃，多足机器人的设计也有可能，所以说呃。所以说我觉得在结构上应该是可以是能够适应这个灵活多变地形的，然后呃,基于结构的分析,20
22,然后我觉得第一个其实就是首先呢，他是一个呃，比如说多组机器人吧。啊，首先是一个带轮子的呃。带轮子的。的机器人,概念合成-结构,21
23,然后主要以主要以这个语音的。陪伴。为主。呃，主要以语音的陪伴为主，然后语音的陪伴和。主要以语音的这种交互方式呃为主，然后可以陪伴呃陪伴老人，然后并。并且兼顾老人并且监视。呃。先是老人。嗯，然后功能上先做助手。,概念合成-功能,18
24,嗯，这种带轮子机器人其实我觉得就可能不会有这种行走住手的这种方功能啊，然后因为它带轮子的话可能难以适应，就是不同形式的这种地形，然后这个行走起来并没有那么的。,基于结构的评估,22
25,嗯，所以在呃行为上可能要加一个显显示屏，呃，这个显示屏可能整整呃只是一个显示的作用，然后呃。只是一个显示作用,概念合成-结构,8；24
26,然后它它的功能呢可以是作为陪伴老人，呃，可以可以陪伴老人这个语音聊天。聊天，然后呃语音聊天的过程中可以通过这个显示屏和灯光实时的显示，同时甚至可以显示一些呃，显示这个实时显示表情。表情图片之类的。表情图片，视频之类的，然后呃。,基于行为的分析,2；25；13
27,呃，所有日常陪伴他可都可以做到，然后呃他遇到紧急的情况下呢？呃，然后就是他遇到紧急的情况。紧紧急的情况下呢，会及时报警。比如说在取什么东西的时候，老人晕晕倒了或摔倒了呀，他可以及时报警，,概念合成-行为,26
28,然后这个方便。他人的救援。,基于行为的评估,27
29,第二种我觉得可以是履履带式这种底盘的机器人就是它的，它虽然是履带，但是这个履带可以变得很好看，然后这种机器人呢，它的呃。履带式或者是这样吧，履带式或者是多轮。,概念合成-结构,0
30,多轮呃底盘的机器人，然后它呃方便就是。适应不同的地形呃！然后。同时呢，它的整个它的同时高度可以调节。呃。然后以适应不同老人对他的这个行为，呃，这个这个使用使用行为。,基于结构的评估,29；19
31,然后这边的话呃？它的主要功能呢，可能就会以。也是以这个语音交互和。语音交互显示屏。灯光。为主，,概念合成-行为,30；26
32,然后他可以陪伴。老人这个。他可以陪伴老人，就是呃，不光是语音聊天，然后日常的这个行呃日常生活。生活的陪伴还有就是包括日常的行走啊呃。日常想走。出门。都可以陪伴。都可以陪伴，然后这样这种呢就会呃就会这个。,概念合成-功能,31
33,哦，所以呢，这种呢，在整个结构上可能就会考虑到一个是适用不同地形，然后同时高度可以调节，其次呢还需要考虑就是防水，呃，还有防水还有什么？整个外观应该是一个防水。呃，防水然后。防水等应急措施的，呃，就是它整个<外文>整个功能可能还需要，呃。,概念合成-结构,30
34,保证它是防水，而且呃可以做到一些应急措施,基于结构的评估,33
35,比如说他出门的时候这个。这个。比如他出门的时候，这个下雨了，下暴雨，然后他跟老人一起的话，他可能就需要自备一个应急的雨伞，然后可以撑开，嗯。出门下雨需要有雨伞。然后例如比如说这个在室内呃发生火灾的话，它可能有一个小型的灭火器，可以去灭一些，就是比较小型的火灾,概念合成-结构,34
36,第三种的话，我觉得可以是一种比如说多族的机器人。然后它的外观可以相对来说拟人一些。哦，他的外观不应该是拟人，应该是说相对来说。呃，这前面这种前面这种带轮子和多多轮的这种可能外观更加的外观可爱。,概念合成-结构,0
37,然后多组这种机器人，可能他更像一个呃。行走的一个助手。然后它主要的功能可能是，就是在行走的时候陪伴这个。陪伴老人,概念合成-功能,36
38,然后它也可以起到。他也可以去这个监视老人的健康。,概念合成-功能,36
39,嗯。然后嗯更多的可能会呃再细一些一些，比如说它的嗯上部呃。上。考虑就是需要考虑。需要考虑这个老人。需要考虑老人。服。服的，搀扶的这种便捷性搀扶的舒适度。,基于结构的分析,37
40,。因为尽量这个材质是比较软的，然后同时呢就是方便呃，这个老人,概念合成-结构,36
41,然后它的下半部分的材质呢，可能就会呃呃需要呃下部需要呃。防水啊，然后这个？有可能部分是金属的材质，然后呃防水减震。好。嗯。安徽建筑。防水，减震甚至可替换，甚至的可替换,概念合成-结构,33；36
42,方便于就是如果有一次，如果在使用过程中这个。多次出门导致这个下半下半部分的这些材质，呃呃，它的有部分的这个材质受到了这个影响，或者是就是有损有部分损伤，它是一个可以模块化替换的。那方便下它持续的去使用。嗯。,基于结构的评估,41
43,然后我觉得这种的它的交互方式主要以语音交互为主。然后呃。配有简单的。物理按键。呃，这样的话可能呃，然后它可能没有多余的灯光和显示屏，,概念合成-行为,36
44,然后方便这个就是在行走过程中去与老人进行交互，呃，这个可能更加符合，就是在呃作为一个行走。,基于行为的评估,37；43
