节点编号,原文,设计行为,源节点
14,比如说病人，如果他肺功能不好，如果他的血氧饱和度降的比较低的，那可能就危险比较大了。就会马上提醒他，不同的人阈值可能会有一些调整,基于功能的评估,13
15,它的形状材质和外形。我觉得老年人他们不追求形态有多么的好看，只要一个简洁、流畅形状,概念合成-结构,2
16,我觉得拟人的形态可能并没有那么合适，我想做一个模块化的那种，之前说到一个配件是手环，或许它还会有别的。一些小的，比如说药盒这样子的小的配件，然后共同来组成这个机器人，然后这个机器人，他可能是一个圆柱型,概念合成-结构,15
17,他应该会四处走动，跟随主人来移动,概念合成-功能,16
18,材质的话塑料有点类似一个扫地机器人这么说着。然后我觉得不用太拟人，简约的形态就好，因为太拟人可能会有那种恐怖谷效应,概念合成-结构,17
19,模块化设计可能家里有两三个老人，因为有些老人会一起住，他们是兄弟姐妹，这样的话，一个机器人就可以搞定所有家里老人的这些需求。比如说它上面可以好几个模块，然后好几个手环。这些老人信息都可以汇总在这台机器里面。,基于结构的评估,4;17
20,"行为的话。很多老人会有出门散步的习惯,可能出去也会有一些危险。我们就可以给它加一个功能",基于功能的分析,0
21,远程监测。如果发现他的定位异常，就比如说他长时间都在一个地方，然后生命指标也不好，那可能就是他在外面有突发情况，就呼叫他的子女或是120,概念合成-功能,20
22,然后我觉得最好不要有监控的功能，因为我觉得老人的生活也是需要有隐私的,基于功能的评估,21
23,相对同步来说，它有一个异步的功能，子女的话他可以比较延后的知道这些老人在干什么，就比如说他吃过药了，然后半个小时之后提醒子女说，今天你的爸爸已经吃过药了,概念合成-功能,22
24,如果有什么突发情况比如说是血压血糖有上指标不正常，就已经危重了，那就紧急呼叫子女,概念合成-功能,23
25,第二个方案，有一个行动不变的老人，他的子女可能也不方便，时刻刻来照顾她，怎么样，通过机器人来完成自己日常的生活,基于功能的分析,0
26,如果有比较不幸的情况发生，也可以用在养老院里。因为养老院的。很多老人他可能也是不太有子女来陪伴，然后那些护工并不能那么完全的照顾到,基于功能的先例,25
27,机器人可以在护工帮不到他们的时候。给他们一些帮助让他们能够？享受比较有质量的生活！,基于功能的分析,26
28,首先功能。我觉得它有点类似于一个轮椅像一个变形金刚，比如说变成一张床，变成一张躺椅这样子,概念合成-结构,27
29,我目前知道下肢瘫痪的老人他们其实比较需要照顾。他们的排泄，然后洗头洗澡，然后这些都是需要人在旁边的,基于功能的先例,25
30,因为从一个健全的人到一个这样子的人，他们会经历一个非常难受的一个心里的煎熬，如果说他可以自己的通过这台机器来完成自这些生活自理的。能达到生活质量，我觉得会对他们是一种安慰,基于功能的分析,29
31,比如说。出去行走。对于这些瘫痪行动不变，老人来说的话。有一台轮椅能给他去外面遛弯。有一个是电动轮椅的功能？之前有看到过一些无障碍的设计，电动轮椅，它其实只要播摇杆。他就可以自己往前走，也可以紧急避让，就这个方面已经做的比较成熟,基于功能的分析,30
32,一个轮椅可以有些变体。让它可以有别的功能。比如说。他能帮我洗澡？那有点类似那种？智能家居的感觉，他到洗淋浴室里来。那个轮椅接上一个接口，然后这个接口就是可以帮助他，旁边那些触手就会伸出来。,概念合成-功能,31
33,他们的小便是失禁，他们需要长期的裹着尿不湿。但有些人老人不愿意。,基于功能的先例,29
34,如果说检测到，如果说这个机身检测到他可能漏尿那就？会提醒他，返回自己的住处然后。给他换一下裤子，或者说给他换一下尿不湿这样子,概念合成-功能,34
35,这个功能会点难以想象，它有一个怎么样的形态？它有点像那种。它有点像那种量身定制的感觉就是它量好老人的尺寸。然后这个轮椅它就是有一块有个部分可以刚好掀起来，然后把他的裤子拿下来，然后这机器人就会把那个裤子拿到老人那边，老人先给他套在自己的腿上，然后再慢慢的撑起来，提到腰上,概念合成-功能,35
36,我想这些老人有的时候也挺孤单的。如果说他一个人在家里面，他有行动不便，他的子女没有办法，每每时每刻陪在他身边。他其实还是比较需要人的陪伴,基于功能的先例,25
37,有点类似老年的这样交友软件吧？这个机器人大家在用机器人的老人，他就有一个自己的。他可能可以在机器人上面跟那些老人有一个对话。有一个对话。可以连线，他也可以拨打自己的好友。给他们发语音发消息,概念合成-功能,36
38,机器人也可以陪他们聊聊天就类似小度的功能,基于功能的先例,37
39,设计不太落地了,基于功能的评估,38
40,想做针对一个比较特定的人群的健康陪伴机器,基于功能的分析,0
41,阿尔兹海默症。老年痴呆老人都会在病发的时候不认识人，不认识路。然后会大小便失禁这样子，他的疾病好像是因为脑部的一些问题,基于功能的先例,40
42,利用好像是跟脑电有一定的关系。我想这个机器人能不能监测他的脑电判断他的病情对他进行一些干预,基于功能的分析,41
43,它有点像顶帽子。外观就比较普通的帽子，,概念合成-结构,41
44,他可以戴在自己的头上监测脑电，帽子会直接拨打电话。闪灯然后就会提醒周边的路人就是你身边的老人，他可能正走失,概念合成-功能,42
45, 我觉得它可以跟类似耳机有一个骨传导他可能放在耳朵旁边，他会给老人放一下，他喜欢听的一些东西,概念合成-功能,43
46,我猜测他或许可以进行一些干预的治疗。比如说给它释放一些什么。因为有看到过治疗的方法，有时候释放一些阿尔法脑波释放贝塔。可能会对他的病情有所帮助,基于功能的评估,44
47,在他不清醒的时候，或许可以就是告诉他。跟他对话的时候就可以让他回忆起来。这样的它清新的时间可能会多一点,概念合成-功能,45
48,你儿子说今天要来陪你。然后他再跟他说或者说什么，你周一有一个宴会和你的谁一起去？然后这些东西都是在。都是他的子女可有这样的安排，然后把这些信息录入到老人这边，相当于是帮老人来做一个日程的规划和安排,基于功能的评估,41
49,然后也是也有可能是老人自己在清醒的时候跟他说的，比如说我儿子是谁，怎么怎么样？他就是会。机器人会。时不时的跟老人聊聊天，然后唤醒她的记忆。这样可能也会让它容易记起来一点,概念合成-功能,41
50,阿尔兹海默镇的老人，他其实比较容易走丢。因为他经常忘了就自己在哪里。走着走着就找不到了。,基于功能的先例,42
51,感觉可以用帽子。可以给老人有个定位,概念合成-功能,41
52,第二个方案，外形有时候像一辆电动车这样子。用比较大的电动车，然后。他在外面的话就可以遮风挡雨。他进室内的话可能。一些不必要的构建就会卸掉就不收起来,概念合成-结构,32
53,很多老人从船从床上转移到椅子上。过程也是比较麻烦，他需要被抬起来。再给它放到椅子上，每天都要往复好几次,基于功能的分析,52
54,机器人他可能就有一个功能是。撑起来给他移到床上。他可能有一块板和床配套的。放到床上之后他能直接在床上睡觉了,概念合成-功能,53
