节点编号,原文,设计行为,源节点
28,我想那个屏幕只是作为一个附加的。不然感觉一直有屏幕就有点像是监视他的感觉，,基于结构的评估,26
55,我想他和那种就直接电脑上的就医不同的话，还需要提供便捷性,基于功能的分析,54
5,"我想他既然是陪伴他出行的话，他可能外形是小狗,可以情感化陪伴",概念合成-结构,4
1,想起之前，就是有想过类似的，比如说老人有一些健康问题的老人，他可能需要。出行的需求。,基于功能的分析,0
37,行为，我觉得它可以是被动的聊天，,概念合成-行为,30
14,行为上是能探测障碍物，并引导老人绕开,概念合成-行为,13
20,因为感觉老人的病我没有特别了解老人的病，他有哪些需求,基于功能的评估,19
7,因为它的外形我想是像小狗那样的，所以主要的结构有四肢，加上中间的身体，就身体部分可以作为在他休息的时候的座椅,概念合成-结构,6
31,应该会对老人的心理健康有所帮助吧,基于功能的评估,30
54,有大屏幕可以和医生对话或者求助之类的,概念合成-功能,53
49,有什么新功能可以加？那就还是就医吧，让他变得专业一点，往专业性方面设计,基于功能的分析,48
53,远程就医的话肯定结构和外形还是需要有大屏幕,概念合成-结构,52
58,在叫医生那一环节，可能就需要一个中介来处理这些信息，然后通过语音求助,概念合成-行为,57
38,在老人无聊或者是什么的时候也可以主动对话，比如问一些很简单的什么，比如今天天气或者是做饭吃了什么之类的,概念合成-行为,30
39,这可能对老人的什么，就是痴呆，有些老年痴呆也会有所有一些好处！然后就会让他们觉得。一直有一个人陪伴着他们,基于行为的评估,37;38
65,这些都是交流功能,基于功能的评估,63；64
77,这样的话，那他就可以语音提醒老人进行一些定期的监测,概念合成-行为,76
74,这样的一个机械臂可以包含很多器械或者仪器,概念合成-结构,70；71
73,这样对他的一些基础状况就可以有更多了解。,基于功能的分析,72
18,这样可以起到一个锻炼的作用,基于行为的评估,17
79,主动就不要了吧，不然他屏幕主动打开也怪怪。,基于功能的评估,77
25,"最需要的是是一个两代人之间的及时对话,以及如何做到隔空照料",基于功能的分析,24
