节点编号,原文,设计行为,源节点
43,戴在手上，比如说。帮助辅助老人提供一个力量的支点,概念合成-结构,40
44,还有别的像一些老独居老人，就是因为现在都是独生子女，有很多都还是独居，他们还需要自己进行去做饭。去做饭或者整理一定的家务,基于功能的分析,41
45,如果可以给他们提供一个力量的辅助的话，我感觉是还是比较实用的东西。,基于功能的评估,44;38
46,陪伴型的，还有一个。,基于功能的分析,0
47,陪伴机器人教老人玩手机，是不是就不是一个十分健康的行为了？,概念合成-功能,46
48,如果是健康陪伴的话。防走失一个！,概念合成-功能,46
49,健康陪伴的机器人饮食规划！,概念合成-功能,46
50,我还是认为如果可以教他使用手机的话，一方面可以帮助他联系更多的人,基于功能的评估,47
51,另一方面也可以让他通过，比如说如果老人也会刷个抖音的话，可能时间就不会那么难以排解，不会说每天就只能坐在那块望风。,基于功能的评估,47
52,让他们能跟社会更加接轨的话，可能也是帮他们排除寂寞，能有一个陪伴跟世界接轨跟社会接轨更紧密的一个方法，那可不可以是手机中。,基于功能的评估,51
