节点编号,原文,设计行为,源节点
32,还有就是同样的购物功能是肯定是要有的,概念合成-功能,29
33,第三类人的话，我个人理解他更多强调是娱乐、解闷，还有与照护人员的沟通,概念合成-功能,20；10
34,这应该是基础功能，它剩下的很多是没有问题的。,基于功能的评估,33
35,然后关于机器的设计形式，设计形式的话一般我们可以有两种情况,基于结构的分析,21
36,第一种是做一个实体的机器人,基于结构的分析,35
37,它的优点非常多，但我们主要说缺点，它的缺点是可能会阻碍很多人使用，阻碍一部分人的使用欲望,基于结构的分析,36
38,因为之前我们做过一个调查，对于实体机器人的话，千人千种口碑。你把它做成什么样，它对于这个人来说都不能满足，除非是定制。,基于结构的先例,37
39,另外一个就是现在经常用的是一种虚拟机器人。,基于结构的分析,35
40,它更多的就是它有一个主体虚拟交互的形象,基于结构的先例,39
41,如果是给第一类健康且孤寡的中老年人的话，我认为它可以做成实体的机器人。,概念合成-结构,36；8
42,我们可以类似于做成宠物形式的,概念合成-结构,41
43,它可以是四组或者是六组的那种机器人,概念合成-结构,42
44,这主要是考虑他的一个接受程度。,基于结构的分析,43
45,它未来批量化的话，这一类的成本应该会很低,基于结构的评估,44
46,然后他最好是没有特别蠢的大显示屏放在机器人脑袋上,概念合成-结构,43
47,然后是对话的方式进行互动,概念合成-功能,46
48,它有一个投屏功能就可以了,概念合成-功能,47
49,这样的话他在不需要进行搜索或者是信息查询或者对外联络的时候，他直接通过对话，然后满足他的一些功能,概念合成-行为,47
50,就目前的话，这种特别流畅的对话方式还不太行，但10到15年左右，特别流畅的对话方式是可以有的,基于功能的评估,49
51,然后高度，非站立的情况下，大约60公分就好了,概念合成-结构,43
52,使用者可以使用耳机，或者在室内设置它的语音的硬件,概念合成-行为,47
53,基本上的话，应该是物联网的思路，,基于功能的分析,52
54,让宠物机器人可以作为家庭硬件设备和监控设备的中转站。,概念合成-功能,42；54
55,色彩可以DIY,概念合成-结构,54
56,第二类人建议是以实体机器人和虚拟机器人两种形式吧,概念合成-结构,36；39；9
57,之前我们去采访过很多这种失独老人，他们对于家庭机器人的偏好，有一半儿人，他喜欢是类似于固定位置的设备。,基于结构的先例,56
58,他们更多会喜欢一个盒状的，还有那种圆柱体的,基于结构的先例,57
59,他们更多希望是有一个语音交流的这么一个终端,基于功能的先例,58
60,也就是说他在无聊的时候可以沟通，有需要的时候，可以起到求救和对外联络的作用,基于功能的先例,59
61,这样的我们在不连接显示器的情况下，可以在家庭的任意角落放置设计一个装饰性强的装置,概念合成-结构,56；57
62,这个就是最好说是，如果你不仔细去观察的话，硬件设备最好能和它周围的家庭布置融合融为一体。,基于结构的分析,61
63,另外一个是它可以通过手机，或者其他移动端连接,概念合成-功能,56；59
64,这个时候可以展示虚拟形象。,概念合成-结构,63
65,他这个虚拟形象确实说不好，反正之前调研了很多人，他对于这个东西都没有一个一致的诉求,基于结构的评估,64
66,这一类人非常怪，这一类人，没有子女的这一类人，他中国是特别多的。虽然官方没有一个准确的数字，我们。当时至少是采访到300多位。,基于功能的先例,65
67,然后他们有一个非常明显的选择，就是对于新鲜事物，他是愿意接受的。对于温馨或者是有趣的形象排斥的还是比较严重的。,基于行为的先例,66
68,给这类人设计的话最好用一些我们常说的冷艳风格或者机器风格。,基于结构的分析,67
69,让产品不会从他的生活中，在他生活环境当中特别跳脱。,基于结构的评估,68
70,然后它的虚拟形象，如果他们愿意使用虚拟形象的话，是可以自己去设定的。,概念合成-行为,64
71,第三个的话基本就是因为他是没办法正常吃饭或者没办法就正常活动。它更多是需要一个交流的，这个时候就是一个移动的终端，然后给他一个虚拟的机器人可以满足他的交流功能,概念合成-结构,10；39
72,我对于陪伴的理解就是说在他需要的时候，他是可以直接使直接去那个获得沟通互动或者是帮助的。,基于行为的分析,71
73,然后就是需要卧床那一类人的话，现在基本上就是，显示，比如他的娱乐的设备都是在整个床边的,概念合成-行为,72
74,他可能使用起来更方便一些,基于行为的评估,73
