节点编号,原文,设计行为,源节点
35,第二类机器人它在外观上可能会不像第一个，它会简易一些,基于结构的评估,28
36,它可能就是一个桌面，,概念合成-结构,35
37,桌面上面这个搬运物品，他好像也不是很需要搬动物品,基于行为的分析,15，36
38,第三类加上搬动物品好了，就是它可能有一些简单的需要移动去做一些动作,概念合成-行为,37
39,第三类可以是桌面机器人,概念合成-结构,27
40,第二类是简易的机械臂,概念合成-结构,35
41,可以更加的融入日常环境，就不用像第一个那么像医药器械，就可以更加的亲和那种,基于结构的评估,40，30
42,然后功能上的话，他会讲医疗知识，做医疗顾问,概念合成-功能,40
43,能够做一些，取物品的吧,概念合成-行为,40，5
44,第三类的话，外观是一个桌面的机器人，是比较可爱的类型,概念合成-结构,39
45,功能上的话主打陪伴，然后社交？链接用户的社交关系,概念合成-功能,21，44
46,就像一个个人助理那样,基于功能的评估,45
47,可以再列几个使用场景吧,基于行为的分析,0
48,第一类首先的话，可能在床上生活照料,基于行为的分析,3，47
49,比如说扶起吃饭,概念合成-行为,48
50,还有就是协同家务,概念合成-行为,6，48
51,比如陪同家属设定任务以及自主任务,概念合成-行为,6，48
52,第二类的话，首先是医疗咨询,概念合成-行为,47
53,然后链接社区和医院,概念合成-行为,52
54,然后就是简单的物品拿取和搬运,概念合成-行为,38，52
55,第三类的话，使用场景是链接亲属和朋友,概念合成-行为,20，47
56,以及陪伴聊天,概念合成-行为,21，55
57,日程管理,概念合成-行为,23，55
58,这种老年人他有一些什么，对于自我提升的需求,基于功能的先例,55
59,所以可以提供一些通用的专业知识，比如绘画、书法,概念合成-功能,25，58
60,再想想怎么创新，还有饮食方面,基于功能的分析,0
61,第一类卧床的话，它的饮食管理主要是他的陪伴的家属,基于功能的先例,3，60
62,第二类的话，那第二个人他家里不一定有家属正在陪同，所以近期人可以进来去负责这块,基于功能的先例,6，60
63,第三类活力老年人也不需要，因为他们都有更多的自主性，自己决定吃什么,基于功能的先例,20，60
64,第一类的外观结构增加自适应床的高度和一些搬运任务,概念合成-结构,61
65,第三类的话，桌面机器人能在桌面移动，我觉得不太需要在空间里面有大幅度的移动，因为他主要是去陪伴聊天，他不需要去帮老人搬运一些物品之类的，,基于行为的分析,63
66,所以我把定义成在桌面上机器人,概念合成-结构,45
67,在桌面上的话，有点类似日本那个小桌面小机器人,基于结构的先例,66
68,就是它其实也具备一定的移动，要不然的话就是类似于一个桌面显示屏了。他有点一个东西属性的话,基于结构的评估,67
69,让他更加，它像一个能够与之对话的生命体，就不像是你在对着一个电脑说话那样,基于行为的评估,68
70,还有机器人和外界的一些联结,基于行为的分析,0
71,然后第一个机器人的话，它是主要与医院联网,概念合成-结构,48，70
72,所以说他有专门照顾这个人的护理的一些知识,概念合成-结构,71
73,第二类的话，是与社区，当老年人去的特定的医院里联网,概念合成-结构,53，70
74,第三类的话，是与自己的小圈子，家属圈，社交圈联网,概念合成-结构,55，70
