节点编号,原文,设计行为,源节点
37,然后至于说准时睡觉，那那可能就会在程序设定上面我希望他到了晚上，因为老中老年人可能九点十点钟，那可能就是到。晚上。九点。十点。左右。然后他会自己根据。路线图回到房间。然后睡在床的另一半，,概念合成-行为,33
38,然后那这个时候可能床垫这个就是配套的设计啊，床垫下面整一个无线充电。,概念合成-结构,37
39,太酷了，然后躺在上面就充电，第二天早上起来就还有闹钟，对整个无线充电，,基于行为的评估,38
40,对，然后通过这些细节的方式，让他尽可能的拟人。,基于行为的评估,35，36，37
41,啊，然后是阿尔茨海默症，那这种最大的问题可能就是遗忘。,基于功能的先例,6
42,那如果是针对以往这个点去做一些陪伴上的设计呢，可能就是不断的。重复提醒重要的信息！那我觉得这个可能是比较关键的功能,基于功能的分析,41
43,年轻人的话可能会去设备忘录之类的，但是老年人他们。不会有这种习惯，而且设定起来也会比较复杂，所以在做这种重要信息的备忘的时候其实可能是需要。,基于功能的先例,42
44,而且设定起来也会比较复杂，所以在做这种重要信息。的。备忘的时候其实可能是需要。子女介入的可能需要子女介入，对，因为他如果本身就很容易忘的话，他在做这种设定的时候。可能也会做的，没有那么全面，那那这样的话可能就。嗯。需要远程。连接一个app。然后这个是子女的手机端。控制的可以，通过远程的创建备忘事项和重复提醒的间隔时间。然后通过这种方式去让这次中老年人去记住一些重要的信息。,概念合成-行为,43
45,还有就是这个是不断提醒重要的信息，但其实阿兹海默症它本身还可能存在忘记。,概念合成-行为,42
46,"但其实阿兹海默症的老年人本身还可能存在忘记。家人亲人朋友。他不记得人脸,不知道名字。那我可以针对这个问题的话去做一个功能。",基于功能的先例,45
47,嗯，比如说。我会让这个机器人时不时的拿出相册。去和这个中老年人互动。就是，比如说问他。啊，就比如说是看图识人的这种小游戏。,概念合成-行为,46
48,看图那这个图我是放在屏幕里好，还是拿真照片呢？啊，我觉得都可以，,基于结构的评估,47
49,我觉得屏幕的话，屏幕的话可能就是要利用机器人，但这个机器人哦哦对，这个是第二款机器人，第二款机器人没有说一定要长得像人。那它本身可以是一个大屏幕，,概念合成-结构,48
50,然后屏幕屏幕上的照片的话这种，它的记录成本会更低一些，然后可以通过子女子女去添加，也更容易一点，,基于结构的评估,49
51,对屏幕上图片也就是电子相册。甚至是因为之前不是还有人脸，那这个地方其实应该还有人声。那电子相册对应的照片本身还可以具有音频。对应的人声。然后这个人声就可以是提前找的这些家人亲朋好友录好的，然后就比如说都是去叫，比如对应的人叫奶奶啊！妈妈等等之类的。,概念合成-行为,50
52,对，然后这样的话。可能会在帮助他记忆的同时，还缓解了这种寂寞的问题。嗯。这个很棒，完结。,基于行为的评估,47
53,当然也可以是照片实体的照片，这种可能会更符合这一代人的记忆习惯。,基于行为的评估,49
54,然后那这样的话可能就需要。设计一个仓储物仓。或者就设定一个。固定房。照片相册的位置，,概念合成-结构,53
55,但这种可能难点难度会比第一种大很多，成本会相对高很多，涉及到图像识别。,基于结构的评估,54
56,并且这个相册每回用完会棒到哪里是不可控的。,基于功能的分析,55
57,嗯，那可能还是得把这个相册直接存在这个机器人本身身体里，因为这个机身主打就是这个功能的话。把相册放到储物舱。,概念合成-行为,56
58,那如果是生理健康有问题的话，比如手脚不便，那这个机器人。它肯定需要有帮忙拿东西，那这个就确实需要涉及到识别。和一个非常灵活的机械臂。应该是三。这个会需要设计的精度高一些，那帮忙拿东西是一方面。,概念合成-结构,9
59,那如果是脚的话，就比如说现在的轮椅本身只是一个轮椅。但是轮椅也可以是一个机器人。,概念合成-结构,58
60,那如果当轮椅变成机器人的时候，它如果要具备可以沟通的能力的话，它应该会需要有一个更加具象的生物形象。,基于结构的分析,59
61,嗯，根据像生物形象可能像狗。,概念合成-结构,60
62,但是骑在狗身上可能有点怪，他马马好像家里面也不养。呃。可能就是大狗狗吧，大狗。对大狗。,基于结构的评估,60
63,把它设置变成这样，那它移动的时候可能还是以轮子更好一些，因为轮子更平稳，因为只要会颠簸。再把骨架颠反了，这可不行,概念合成-结构,62
64,那还是轮子，那其实那本质上只是套一个动物的壳，而不是说从结构上去仿生。,基于结构的评估,61，63
65,视觉障碍的话那就是。刚刚提了好多，它可以去基于计算机识别，然后语音播报。,概念合成-行为,49，64
66,那他的具体的形态？嗯。就。Yep. 我觉得这个机器人他也是戴在头上，戴在帽子上。可以是在头上。,概念合成-结构,59
67,因为如果有视觉障碍的话，其实需要这个机器人穿在身上，这样子是最好的。这样就不会存在说范围运动什么限制的。,基于结构的评估,66
68,人机分离。嗯。对，然后就相当于这个机器人不一定是常规意义机器人。它可以是集成的对某些穿戴物件上的。,概念合成-结构,67
69, 哦，时间还过得挺快，那反正其实已经算有三个方案了，刚刚先把这个写下来。方案一。然后这遗忘的是方案二？生理健康的是方案三，但这个方案三其实因为没有做的很细，但是本身它形态上有很多样。,基于结构的评估,40，56，68
70,那理论上我这个机器人也可以是一个机器人套组对吧？对，它可以是一个机器人军团。不同的需求。对应不同的特异化机器人，它有穿戴的，有轮椅的，对，然后他们共同组成了一个去帮助老年人解决生理现象机器人群。,概念合成-结构,68，69
71,然后心理健康，由于这语言沟通，那这个可能就是去。做语音聊天，但是其实现在的机器人本身这个就是一个标配嘛，那可能这个时候更多的功夫会花在这个聊天模型上。需要。学习更多的心理学的知识。沟通的时候。要完了。情绪排。上。去引导。,概念合成-行为,13
72,对，然后这些陪伴做饭的话，那这个其实就是。哦。比如说做饭的话，可能就是他需要他的手是锅和铲。这样的话更方便嘛，因为它就不需要用手去拿，现有的过程，它本身就可以模块化，模块化的。去装配。对应的厨具。然后这个装配过程肯定是自动的，自动化的装配。,概念合成-结构,15
73,陪伴看电视的话，陪伴看电视的话，那这个机器人本身是不是就可以变成电视。电视桌的载件,基于行为的评估,72
74,就比如说，相当于他把他的头变成一个电视，当然家里面肯定是已经有电视的情况下呢，他就蹲在电视下面，就相当于蹲在。电视下面。,概念合成-行为,73
75,然后可以去吐槽，时时吐槽电视节目或者是总结新闻。或者说是帮忙提醒节目。,概念合成-行为,74
76,嗯。这个功能还挺好的，,基于行为的评估,75
77,呃。其实最后这点的话，上面已经或多或少的用到了，就是那些对应的模型。对于模型需要去训练不同的对话人格，这个是融入到前面的所有设计里的。,基于结构的评估,24，71，76
