节点编号,原文,设计行为,源节点
36,形态的话比较特别可爱,基于结构的分析,10
37,颜色我觉得橘黄色比较好，就是橘猫,概念合成-结构,36
38,也是看起来比较亮,基于结构的评估,37
39,老年人他可能视觉上也会退化嘛，然后比较鲜艳的颜色看起来会鲜明一些。,概念合成-结构,38
40,第二个方案我想的是针对空巢老人,基于功能的分析,1
41,他经济上是比较富足的,基于功能的分析,40
42,但他家人，他的儿女子女、孙辈都不在身边。他会感到非常的孤独，精神上空虚。,基于功能的分析,40
43,他生活上也是，相对来说不那么需要照顾,基于行为的分析,40
44,他可能和老伴一起，就是想互相支持,基于行为的分析,43
45,就主要还是一个精神上的空虚吧,基于行为的分析,42
46,可以有这样一个机器。一方面是陪伴，一方面是充当他跟子女孙辈沟通互动的桥梁吧,概念合成-功能,45
47,形态上的话是比较可爱的。,概念合成-结构,46
48,它内部肯定也是有传感器,概念合成-结构,47
49,传感器就是它也是可以像上一个方案一样，对老年人的健康进行一些关注和关怀，像测血压这些都可以用,概念合成-行为,18，48
50,因为现在聊天机器人也比较火了,基于行为的先例,46
51,它也是可以功能上肯定也是要配合老年人说话的。,概念合成-行为,47
52,我想以前也是有这样陪伴机器人,基于行为的先例,51
53,但还是老年人或者用户问他什么问题就答什么，就只是向他提问，然后他会作答。,基于行为的先例,52
54,但是就没有说他主动跟别人聊天。,基于行为的先例,53
55,我希望机器人的话，他是可以主动跟别人聊天,概念合成-行为,54
56,可以讲故事，可以提醒老人,概念合成-行为,55
57,老人他可能对那种万年历，那种节气什么的，因为他们比较传统，是比较在意的,基于功能的先例,56
58,他们现在一般的话是通过，比如说那种日历来看,基于功能的先例,57
59,这个机器人也可以提醒，比如说今天是什么节气，冬至夏至这样。,概念合成-功能,56，57
60,然后天气。比如说今天要下雨，你出门要带伞这些,概念合成-功能,60
61,早上就比如说，老人起来了，以后那机器人就检测到老人。他起床了或者行动了，他就可以比如说先想一段音乐。以用比较柔和的方式跟他打个招呼，然后跟他说一段话就说，就今天比如说是天气怎么样，节气是什么节日,概念合成-行为,59
62,然后有一个提醒功能,概念合成-功能,61
63,刚才说到跟子女孙辈互动的话,基于功能的先例,46
64,他可能比如说，他有一个打印机,概念合成-行为,63
65,就子女或者孙辈想跟他说什么话，然后可以在那边用什么，比如说用手机app输入，讲话也可以。然后它这边就会相应的打印出一些他们说的话,概念合成-行为,63，64
66,虽然现在微信上面也是这样，留个言或者打个电话也很方便,基于行为的先例,65
67,但是我觉得打印机就是打印出来。可以比如说笔记虽然是打印的，但它是可以模仿一些那种子女或者孙辈的笔记,概念合成-行为,66
68,这样看起来更有温度一些有温度,基于行为的评估,67
69,也是可以有一些其他比较有意思的互动装置。,基于行为的分析,68
70,互动装置的参考也是我网上想到了一些其他的那种像说情侣异地那种？他们可以点一个什么按钮，在另外一边，别人就会另外一个人就会看到那就他点了那个按钮,基于行为的先例,69
71,我觉得这种功能也可以迁移到陪伴机器人上,基于行为的分析,70
72,比如说子女或者孙辈，他们在另外一边。比如说点了一个什么按钮，这边的话，它就会有一个互动装置跟他互动一下,概念合成-行为,63，71
73,这个形式的话，我暂时还没有想好这是怎么样一个形式去给他互动的,基于行为的评估,72
74,可能暂时就比如说定一个就是，比如说像机器人跟他挥挥手。他有什么灯亮了一下，就现在是亮灯,概念合成-行为,73
75,这个也可以让他们自定义,概念合成-行为,74
76,自定义感觉也会比较好，他们可以用自己比较喜欢的方式,基于行为的评估,75
77,功能上还可以再加一个，就是老照片,基于功能的分析,40
78,就老年人他比较也比较喜欢回忆过去，时不时看看老照片,基于功能的先例,77
79,机器人也可以定时的放一些老照片给他们看一看。然后跟他讲，要跟他讲这是什么时候的,概念合成-功能,78
80,也就是帮他帮助他回忆，帮助他去思考的这种功能,概念合成-功能,79
81,也可以再加一些这种功能，这样的话就是可以帮他减缓那种阿尔茨海默症、老年痴呆症,基于功能的评估,80
82,我还想到了一个，这个是针对那种一类人群比较喜欢下棋的老人,基于功能的分析,1
83,很多人老人喜欢那种象棋,基于功能的先例,82
84,我之前也去一个地，我本科的时候一个地方，一条街上有很多象棋摊，老人会在那边。下下象棋？然后很多人在那边围观。这也是他们比较好那种消遣的方式。,基于功能的先例,83
85,但是那种象棋摊或者公园里面的象棋摊，下雨天可能要到活动室里去下了。,基于功能的先例,84
86,那或者有一些老人，他是喜欢下棋的，但是他附近没有这种象棋摊。也找不到跟你跟他下象棋的人。,基于功能的先例,85
87,可以有一个下象棋机器，与它进行对弈。,概念合成-功能,86
88,也不仅仅是下象棋，因为现在这种电脑机器人也很厉害,基于功能的先例,87
89,比如围棋、打牌、麻将都可以用,概念合成-功能,88
90,比如说三个人的时候，把他拿过来打麻将也可以,概念合成-行为,89
91,然后它的结构上面。可能跟人比较像，有手脚可以自己走，手也可以捏着棋子，就比较高级了,概念合成-结构,82
92,因为老年人我有想到，老年人，他下下棋、打牌，他可能一坐就会坐很久，这其实对他身体不太好,基于功能的先例,91
93,可以设置提醒功能,概念合成-功能,92
94,就是老年人比如说他坐了一个小时的时候，他就提醒一下，这就暂停，跟老年人说你必须要起来休息。然后我才会跟你下,概念合成-行为,93
95,其实机器人他既然能下象棋了，他其他的肯定很东西能做,基于功能的分析,87
96,比如说帮老人干家务什么的，那样的话，老年人好像会轻松一些。,概念合成-功能,95
97,那他就是可以主打一个下象棋，其他就是更加家务、甚至可以去帮老人买菜什么的，这些都可以,概念合成-功能,95，96
98,其实就是我觉得也可以针对不同兴趣的老年人开发一些，跟他们兴趣相关的机器,基于功能的分析,97
99,比如说喜欢钓鱼的老人，开发一个机器人,概念合成-功能,98
100,就是相当于方案三的变体吧，主要是陪伴然后加上一些帮助,基于功能的评估,99
101,喜欢钓鱼的，可以帮老人拿东西,概念合成-功能,99
102,比如说喜欢跳舞的老人，给他舞伴机器人,概念合成-功能,98
103,就是那种类人程度很高，它的智能程度很高，然后他的灵活性灵活度这种自由度也很高,基于功能的评估,102
104,这就可以完成很多功能,基于功能的评估,103
