节点编号,原文,设计行为,源节点
36,我觉得他这个病症比较难受的点。你很多的属于你的人生的时光，在慢慢的被橡皮擦擦除的感觉。然后你和对方的经历就算你记得他是谁，但没有跟他的那一段记忆了,基于功能的先例,29
37,有没有可能机器人他是像把一段记忆能够保存下来的感觉。讲给你听。要不就是像讲故事就是助眠的那种感觉,概念合成-功能,36
38,我见到人的时候。我可以告诉你他是谁，我也可以。让你们两个人一起去回忆到这件事情,概念合成-功能,37
39,比如说我。与B相遇了，我就不告诉了a和B就是你们俩到底是什么关系，这样只告诉了这一点，对于这批人群来说。他们也没有办法继续聊下去。他记忆是空档的。,基于功能的评估,38
40,可能机器人能不能当做一个第三方的插入？当他们中间的连接。帮他们把这个话题进行下去，把他们的一些东西回忆起来。然后可以去把输入一些 a和B之间的一些故事或者是比较喜欢是用一些物件,概念合成-功能,39
41,感觉比较重要的事情，我们可能都会留下一些影像之外。就可能是一把梳子，或者是一张老照片，或者是一份清单或者什么东西？可能拿着这个东西，帮你去一点点的把你这个记忆去树立起来,基于功能的评估,40
42,虽然说你可能第二天就忘了。说几次可能就可以回忆到了,基于功能的评估,41
43,因为之前看到的也是一个片动漫作品，就是因为他把这些东西都忘了，所以他会在所有的地方都贴一个便签条。说这个东西是什么什么？然后有时候也会他和另外一个人，他也会在那个人照片上贴他是谁的，然后我和他是什么什么关系，我们俩发生过什么什么事情,基于功能的先例,36;42
44,然后这件事情我感觉以前是需要我自己去做这件事情的，其实还挺麻烦的，而且像便签条也不报错了，然后如果是手机端的话，其实对老人来说是特别不友好的,基于功能的评估,43
45,那如果说有个机器人，他能把这件事情。就可能说比较简单的事情。我们通过语音或者是图像，就直接去做一个自动输入，他就可以把这段事情说出来我觉得会更好一点,概念合成-功能,44
46,之前前几天看了那个苹果的vision pro，3D化影像我觉得可以结合到机器人,基于功能的先例,45
47,影像3D化，我觉得结合的一个点就是刚才说的这些AB的连接，它会更偏向于讲故事叙述的方式,概念合成-功能,45;46
48,如果影像3D的话，它其实可以做到在一个实际的场景中。把这段就有点像你可以坐在这里，就看到你面前的有点像裸眼3D或者是投影全息投影一个这样的一段记忆了,概念合成-功能,46;47
49,你们就可以一起去看这段记忆，然后一起去回忆你们之前的一段时光，就我感觉会更像记忆封存的感觉。感觉还是蛮有意思的,基于功能的评估,48
50,然后对于他的后辈，老人去世了也可以留下一段比较好的记忆,基于功能的评估,49
51,前段时间出了一个30多岁的中年人有严重的工作病，中年人健康陪伴 也是蛮重要的一个点,基于功能的分析,1
52,很多人都是没有亲密关系的。这其实是之前有想过做的一个课题,基于功能的分析,51
53,它可以接一个GPT的接口。机器人的形态没有太多改变,概念合成-结构,52;32
54,三，四十岁，中青年人。中年人是我妈那一辈的好像亲密关系倒不太需要。就比较适合年轻人。,基于功能的评估,52
55,临终关怀其实还挺想做什么东西的。尤其是在养老院吧，因为你有一段时间，你会你身边比较好的朋友。一个的就离你去了。这对老年来说。还是一件比较难接受的事情，我感觉会对于他们的心理健康什么都造成比较难说的影响,基于功能的先例,31
56,我去的那几个养老院，他们的心理健康这一块的设施特别不齐确。就根本基本上好像也没有什么人在做事情。就他们的整个服务设计都不太好。,基于功能的先例,55
57,其实我觉得更多的机器人，感觉聊聊天就是一个很好的功能,概念合成-功能,56
58,他的难点会在聊什么话题怎么聊聊的语气上？感觉好像不是很好设计,基于功能的评估,57
59,我从交互上去做什么？如果可以的话，最好是有个设备生态可以一起,基于结构的分析,58
60,如果是腿脚的话，更好的是那种比较高大的机器人。可以当做拐杖,概念合成-结构,2
61,也包括视力，很多老年人他看地是不平的就导致他不敢往前走。这个就是视网膜的一些问题,基于功能的先例,60
62,有些人的解决办法就是不用智能机器人的话，就只是给他拉一根线。老年人就沿着那根线不断的走动就走到各个房间各个位置。其实拉线是一个对其他人来说是不方便的事情,基于行为的先例,61
63,拐杖感觉是老年人都会用的一个东西！感觉也可以结合到拐杖上。感觉经常带的东西把它结合在里面？挺方便的。拐杖形态。把功能都放进去。可以放到这里,概念合成-结构,62
64,眼镜可能其实也更多的就是不用增加其他的东西？就比较小巧，感觉不是很喜欢大的机器人。那就很占空间，很占地方,概念合成-结构,63;32
65,中年人的职场工作。不知道我感觉今年失业的人蛮多的。,基于功能的先例,51
66,可以用aigc辅助职场设计,概念合成-结构,65
67,其实感觉就是一个很简单的形态就好了。不能是那种很华丽的,概念合成-结构,66
68,有点像之前看到过的未来的车载,基于结构的先例,67
69,感觉现在的人这种压力什么都挺有的吧，不知道会不会有这么一批人很难倾诉自己。很难表达自己，或者是找不到人表达自己,基于功能的先例,65
70,有可能会去做这样的一个偏向也是偏向于心理健康。陪伴的这样的一个机器人,概念合成-功能,2;69
71,他的竞争点更多的可能是在。Ai的分析上。就对人的分析上,概念合成-功能,69
72,它的分析来源一个就是面部表情，情绪会更加的准确一点,概念合成-功能,71
73,然后它可以再加一个，就是有那种比较小的屏幕。这个屏幕它不是去做信息呈现的，它是去做表情呈现的。,概念合成-结构,72
74,他可能就放在你的办公桌上，或者怎么样？你生气的时候可能是你的受气包你伤心的时候就是陪伴你的一个东西。你高兴的时候他跟你一起分享喜悦的这样的东西,概念合成-功能,73
75,不想维持体面社交时，会是一个更舒服的选择,基于功能的评估,74
76,因我感觉现在天天社交还蛮多的，会比较疲惫一些,基于行为的先例,75
77,有一些人他会是更偏向于不婚主义。感觉到中年之后你感觉会有一些。合适的人去诉说,基于功能的先例,69
78,然后如果我自己有些事情要跟别人说，我发现我的。一个好朋友，他们可能都有各自的对象，我可能就会想这件事情到底要不要跟他说,基于功能的先例,77
79,然后他的精力一般来说会先主要放到亲密关系里面。你不会成为第一优先级,基于功能的先例,78
80,对于这样的一个情况很多人会把G P T作为它的一个对话,概念合成-功能,79
81,它的定位好像也在这里。就会作为一个对话的东西，他不高兴的时候他会输入G P T。然后G P T它会去返回一些对你的一些安慰，或者是一些开导，或者是一些对你自己的一些话语的分析。,概念合成-功能,80
82,感觉会更偏理性中带有感情，会更好一些,基于功能的评估,81
