节点编号,原文,设计行为,源节点
35,在这个问题下就是。嗯，可其实个人就像比。公共的网络设置,基于结构的分析,34
36,我甚至有一个非常大胆的，就是听起来很荒谬的想法。机器人可以作为一个情感寄托,概念合成-功能,35
37,针对行动能力不足的老人，也有可能就是呃。盲人。或者是分辨能力不足，这一类的话其实。呃，如果如果老年人是老化，心理不做的不足够的话，他要。可能会拒绝一切帮助,基于功能的分析,12
38,在接受帮助的前提下。并不是把所有事情给他们做完，他们需要一定就是生活上的一点成就感就是。辅助而不是全部全包。,基于行为的分析,37
39,嗯。这样的话有一些就是比如说物品分类。特殊的。有药品。那个。以及一些呃生活中。生活中的工具,概念合成-功能,38
40,然后其实还有一个就是。再发散一点的话，其实急救也很需要储备。急救包。或者信号,概念合成-功能,39
41,对于一些呃医院老年人。现在病房就是更多是偏向生活。生活需求。,基于功能的分析,40
42,这个的话之前之前。嗯，看到过有就是有第二次，他对于一个老年病人在手术室，因为他们要避免挪动他们的配套设施，然后以及一些智能化是做的不足的。,基于功能的先例,41
43,然后。这一系列都可以。要有一些就是。不能发的机器人去做一些,概念合成-功能,42
44,比如说智能化的时候，那个机器人的形态，它可能也可以是床，它只要是带有智能带有一个,概念合成-结构,43
45,然后。帮助解决生，帮助解决其中的心理问题上的一个问题。,基于功能的分析,5
46,可以在此基础上就是建立一个。比现实的。社区呃。绿白建立网络社区。,概念合成-行为,45
47,嗯。帮助找到同好！,基于功能的评估,46
48,然后同时也可以嗯，帮助他们解决刚刚进入老年生活的一种。无所适从。,基于功能的评估,46
49,这个机器人的关键就是要有合理的一个监测手段。,基于结构的分析,46
50,因为现在三大运营商它已经推出了关于老年人的一个呃。一个亲情。嗯，数据的一个。网络,基于功能的先例,49
51,然后你可以呃，以三大运营商这个基础去做一些就是。嗯。网络上的传输,概念合成-结构,50
52,然后在陪伴过程中。在这个陪伴的话就是呃，以子女的一个状态。嗯。参与到他们的日常生活。,概念合成-行为,51;28
