节点编号,原文,设计行为,源节点
13,外形层面的话因为我之前也看到一些。陪护的那种机器人，他们可能就是一些比较传统的。就是机器的形象吧，然后像那种四足机器人也是，就是。,基于结构的先例,6
14,给中老年带来一种比较冲击的感觉就是可能看到这种机器形态的东西就会有一点恐惧。,基于结构的评估,13
15,所以就是从机器的形态。变相为一种变相更多的比较柔和的心态。,概念合成-结构,14
16,像之前日本做的那个一个陪伴的。一个陪伴的猫的机器形态吧，它好像是。把外形做成了毛绒的质感，然后像一个猫蜷缩在他的怀里一样就是。会削弱那种机器给他们带来的冲击。,基于结构的先例,15
17,功能结构上面因为之前有提到就是。身体健康其实这个对于老年人来说还是比较重要的一个层面就是说。我们机器人该怎么去监护他的整体的身体的一些数数据或者是目前他疾病的一些需要检测点后。,基于功能的分析,7;13
18,以及去观察到他可能需要哪些日常的护理？然后这些也是我们需要考虑的就是我们机器人该怎么去做到这些点。,基于功能的分析,4;17
19,然后的话。因为我们说主打还是要从陪伴的角度，所以他不能够像医疗器械那样就是怎么说呢？就是你不能像医疗器械一样，就是用很多的线，然后很多检测的那种仪器。这种话也会给他们带来一种在医院的那种感觉。,基于结构的先例,5
20,所以就是从陪伴的角度上来讲。它会更加隐性一点吧，就是能够希望它能更隐性。就比如说是传感器然后摄像头这种。,概念合成-结构,19
21,"或者从一些比较隐形的交互上面,就比如说我能够怀抱着他，或者是和他牵和他握手之类的。就这样子的一些具体的交互。",概念合成-行为,20
22,然后除了可能提供的监护之外，就是我们在做这个健康陪伴的过程当中，除了监测之外当然还要提供一些具体的帮助。,基于功能的分析,21
23,"然后除了可能提供的监护之外，就是我们在做这个健康陪伴的过程当中，除了监测之外当然还要提供一些具体的帮助。就比如说,我检测到了老年人他目前有什么状况，那它肯定是需要通过这个机器人去给到一些提醒",概念合成-行为,19
24,然后这个时候可能就是其实机器人能够提供的帮助也是有限的吧，,基于功能的评估,23
25,它可能就是从语语言上的提醒。准备一些，老年人定时需要吃的药品或者是保健品等等。,概念合成-功能,24
26,然后可能如果想要更创新一点，刚才突然想到一个能不能把这个机器人的形态不做成人,基于结构的分析,25
27,，比如说他是作为一个。老年人他平时会坐的轮椅。或者是按摩椅？就是他以一种家具的形态存在。就是不要以一个人或者是一个动物的形式存在。,概念合成-结构,19;23
28,就这样的话，其实它能够提供的那种陪伴感会更强一点，就是它是融入到我们每个人的生活里面的。,基于结构的评估,27
29,然后他也不会有一个生物的感觉就是。这可能就是一个比较比较天马行空的想法吧，以这种椅子或者说轮椅的形式存在的话。,基于结构的评估,27
30,然后在心灵层面的话，其实除了交流就是比如说我们中老年他们平时比如说家里没有人陪的时候，就是会想要去做一些事情。就是可能如果只是闲着的话会觉得非常的空虚或者是无聊，然后如果说手头有一点事情可以做就是就一些简单的小事。这种都会让他们减轻一点那种心灵上的空虚感。,基于功能的先例,8
31,就比如说我自己的外婆他就是会在平时可能除了烧菜做饭。做家务之外他会去做那种小零工就是比如说做一个那个徽章的包装，然后按纽扣什么的就是那种零工，然后他可能做多少会？,基于功能的先例,30
32,然后这种的话其实对于老年人的心灵来说，他也不需要多少钱的回报，但他可能就是有那种付出和获得的感觉？,基于功能的分析,31
33,然后这种的话其实。在平时的生活当中。就是也许有一些中老年他们不会走出家门，然后去做这些事情，因为其实也也有，也有一定的风险嘛，所以说如果我们的产品能够给到他们这种小份额的这种付出和回报的感觉。,基于功能的评估,31
34,那可能在功能上面就会做一些。这个怎么说呢？游戏化嘛或者说是？模拟经营之类的。交互交互的行为吧？然后这种功能结合到我们的机器人里面。,概念合成-功能,33
35,模拟经营之类的。交互交互的行为吧？然后这种功能结合到我们的机器人里面。,概念合成-行为,34
36,中老年群体。从这个群体出发，刚才其实讲的都是。老年人就是。可能他在家里没有没有人陪的一些空巢中老年人。然后但是其实大部分情况还是。家里会有老伴或者是？就是有儿孙这种情况吧？可能不是一对一的，而是一对多的,基于功能的先例,1
37,，我之前我之前有做过一个有看过一个类似的远程陪护的一个设备，它就是在这边就是可能两两个是分隔两地的，但是可以通过这边的一些交互，然后从另外一边产生一些反馈，然后这种的话其实它是通过这个设备去连接人与人,基于行为的先例,36
38,而不是通过这个设备本身去给中老年人提供一些情绪价值。如果是这种设备的话，,基于行为的评估,37
39,其实设备在中间起到的作用更多的是一种桥梁。就可能他是主动的，,概念合成-行为,38
40,因为其实很多老年人，他不会去主动的寻求一些心灵上的慰藉他不会去主动的寻求一些心灵上的慰藉，或者是情绪价值。然后这样的设备的话会。能够更加直接，然后。相当于是替老年人去做了这样的事情吧！,基于行为的评估,39
41, 然后我之前有想过一个。我们之前有做过一个类似天气感应的一个仪器，然后它可以去。连接两方的那个天气的状况。比如说在。这一边就是。在在一方这边？的天气状况是？下雨那么可以反映到另外一方的那个天气的那个反映天气的设备里面，,基于行为的先例,38
42,然后这样子对方就可以知道。你目前的那边的天气状况甚至是你的情绪状况，然后这样的话其实是一种隐性的传递情绪的方式。,基于行为的评估,41
43,然后我们大概总结和归纳一下这几款产品吧！首先是。群体的角度上来讲，它可能会存在一对一的，然后还会存在。就是连接连接多个用户的这种这种产品。然后再在那个主要的目标上面它会存在，可能对中老年身体健康的一种。陪护以及心灵层面的陪护，然后我们也探讨了就是机器人能够提供人类无法做到的一些点以及人类哪些是机器人无法做到的，人类可以做到的点，然后也去根据现有的产品做了一些与外观功能和结构上面的创新。如果总结成几个设计方案的话，我觉得一个是。,基于功能的评估,7;12;42
44,首先是一个关于生理健康护机器人。,基于功能的分析,43
45,首先是一个关于生理健康陪护机器人。它的形态。那刚刚讲到，可能它是以一个比较不是人的形态。一个家具或者说一个轮椅这样子。按摩椅，轮椅等形式就是融入到我们平常的生活当中。,概念合成-结构,27
46,然后他能够给到中老年他一种。就是从监测然后到提醒然后到一定物理陪护上面的，一定程度的物理陪护吧！,概念合成-行为,23
47,对，然后第二个的话是。刚才提到的那个心灵陪护。就是它不是机器人的形态，是一个一种柔和的非机械式的形态，,概念合成-结构,9
48,然后它会就是能够弱化那种机器人的感觉。可能无法就是对于中老年来说，他是无法沟通，然后无法输出自己的情绪的一种状态，然后刚刚也提到，就是可能在语言层面。,基于行为的先例,10
49,我们平时训练的那些人工智能模型，他不太能够理解。中老年群体的思维或者说语言，那我们就需要去设计，更符合。更符合中老年群体的。思维模式和交流。可能存在的方言等等。,基于行为的分析,12
50,然后第三个刚刚想到的是。就是，首先他会作为作为中间态，中间的桥梁，去帮助帮助中老年。就是帮助中老年去表达表达他的情绪。就是去让他们背怎么说呢，就是主动的去做这件事情吧！,基于行为的评估,38
51,至于它的形态的话，我觉得。从形态上可以是一个。就是，不管是天气还是。就是这个环境中的任何东西吧？环境因素。设备然后它这个设备也是能够融入到我们的就是日常起居的环境里面。,概念合成-结构,41
52,刚刚还有我讲到一个。对，这个忘记了，就是关于这个心灵陪护机器人，它其实除了从语言上面。语言上面提供一些交流。那其实在行为上面也可以。提供一些中老年可以参与的。,基于行为的分析,34
53,不仅是不可能可能不不仅限于是一些游戏啊，或者是模拟的一些状况。如果说他能够做到真实化，就是真实化，我们的那些场景就是可能能够用到一些什么虚拟现实这些技术吧？,概念合成-行为,52
