节点编号,原文,设计行为,源节点
30,它跟那个传统宠物陪伴还不一样，它是另外一种功能的一个方式以工具的方式进行陪伴,基于功能的评估,20
31,其实我觉得我对这个老年人可能还是有点刻板印象,基于功能的评估,14
32,老年女性呢可能有几个属性，比如说他们喜欢去买菜，再比如说他们可能要去接孙子，照顾家人，照顾小孩。他们喜欢广场舞,基于功能的先例,3
33,可以从这几个方面来进行考虑,基于行为的分析,32
34,做一个广场舞机器人，因为我发现这个有些这个老年人，他可能对一些这个舞步啊。不太标准。,基于功能的先例,33
35,辅助教学，纠正你的动作。,概念合成-功能,34
36,甚至还可以当一个摄像头拍那个舞步，录下来,概念合成-功能,35
37,它有陪伴功能，现在市面上还真没有，录制功能。他像健康是吧，今天你一共消耗多少卡路里,概念合成-功能,34;35
38,它只能算一个小发明啊，我觉得它其实它这个使用场景。可能比较窄，受限,基于功能的评估,37
39,老年女性需要去买菜，照顾自己的家人,基于功能的先例,33
40,买菜很重，拎不动，推车也不好推，轮子瘪了很麻烦,基于功能的先例,39
41,把它变成电动的,概念合成-结构,40
42,做个牛的形状啊，做个牛的形状可能太离谱了，那种那种狗的形状也不太好,概念合成-结构,41
43,就不给它做成拟人化了,基于结构的评估,42
44,有的老年人喜欢历史，喜欢那种木牛流马，,基于结构的先例,42
45,那咱们给它做个马型，比如说下面给它变成那种平衡车,基于结构的先例,44
46,是可以那个组装的，是模块化。我今天可能需要一个大一点的，明天小一点的，我就装一点点东西，那我可能就放一个两个轮子就够了,概念合成-结构,45
47,类似于两个轮子和现在小汽车很像，四个轮子的时候，类似于我们露营的时候啊时候用的那种,基于结构的先例,46
48,记录轨迹，每天的一个买菜的记录,概念合成-功能,47
49,可以上楼梯。,概念合成-功能,39
50,那就太厉害了,基于功能的评估,49
51,老年人他住了56楼，他确实拿不动了，就得给它帮忙,基于功能的先例,49
52,可以通过这个扶手的办法，或者说他就像那个星球大战里面那个步行机器走上去,基于结构的先例,49
53,比如他记录买菜，有没有什么扫描，比如说它可以扫描一些菜，新不新鲜,概念合成-功能,39
54,目前在不能说在全国在本市的一个价格。如果商贩价格价格上面欺负你，那你的这个价格我就可以通过这个来进行一个基本的判断,概念合成-功能,53
55,最后说健康这一块，通过这个买菜的这个设备，跟刚刚那个鱼竿有点类似呀，就可以把一些这个基本的这个小米手环功能加入,基于功能的先例,13;28
56,因为它这个毕竟体积大一点了。那这个可能这个使用的方式比那个钓鱼竿更多，那我是不是可以比如说我去量下血压、测个血脂,概念合成-功能,55
57,那我觉得这个健康。最起码它这个实用性还是比广场舞的要多一点的,基于功能的评估,56;38
58,老年男性，老年女人都说到了，比如说照顾小孩,基于功能的分析,3
59,你们照顾小孩的话，那你搞个学习机的话，现在学习机也太多了。而且这主要是它也不够有新，它也不够有创意，它不是新产品,基于功能的评估,58
60,得想想其他办法没有比学习机更好。反正你都是让小孩去学习或者照顾小孩。照顾小孩的话，因为你的机器人毕竟不像人那么智能。感觉不能去照顾小孩,基于功能的分析,59
61,他可以辅助小孩子学习！那些老年人就能解放是吧，毕竟老年人他跟不上这个学习脑袋不太像年轻时那么灵光了,概念合成-功能,60
62,现在是有那种做饭机，食物往逗里面一放。把那个食材往里一放。他就可以做饭,概念合成-功能,61
63,再比如说这个老年人。那他喜欢下棋可以用这个对弈,概念合成-功能,62
64,这个想法有点类似一个全能的机器人,基于功能的评估,61;62;63
65,其实做的不太好，也不能说把一个机器人就成一个百科全书是吧，那你说这个他样样都行，那他样样可能都不行,基于功能的评估,64
66,一提到健康啊，我就想到了这个户外，户外运动那肯定正常的,基于功能的先例,65
67,做一个鞋子，很健康，那首先是陪伴对吧，你这一天你在户外走都要穿鞋,基于功能的先例,66
68,那鞋的健康更多了，甚至可以给你做个足底按摩，给你做个足疗。足底按摩那你说在手机上能做点测血脂啊，测心率,概念合成-功能,13;67
69,但他可能有问题，会影响数据,基于功能的评估,68
70,它可以助力老年人走路，他可以帮助你更轻松,概念合成-功能,67
71,类似于这个天猫精灵，可以放歌,基于功能的先例,70
72,老年人年纪大了摔一下很严重,基于功能的先例,70
73,有点类似汽车紧急制动的那个abs，弹气囊,基于结构的先例,72
74,可以摔倒后有一定的辅助机制,概念合成-功能,73
75,老年人年纪比较大的。还有点儿老年痴呆,基于功能的先例,74
76,还有一个定位功能可以通过这个APP来进行一个寻找,概念合成-功能,75
77,这个app有预警功能，比如说这老年人离家多远就需要子女去寻找了,概念合成-功能,76
78,类似于这个天猫精灵、作为一个语音的助手。比如老年人要去买菜，问最近的菜场怎么去，有一个导航,概念合成-功能,71;77
