节点编号,原文,设计行为,源节点
22,"But this feels a little bit weird, and the problem may be that this is not ethical, but what it is called, is probably a little bit scary, and it's not really scary. It's a little bit weird, I don't know what to say if it's a little bit like his kid is dead, but I don't know if this function is really more beneficial than harmful or more harmful than good.",基于功能的评估,21
23,"Hey, this article was actually just coming to him, when I thought about this feature I was thinking, hey, a lot of middle-aged and older people have some psychological problems, but they may not be willing to admit it, they may not be willing to face it, but hey, you can put some test questions in a conversation with him or say: hey, the two indicators are integrated into the conversation.",基于行为的先例,17
24,"If it is indeed a risky, high risk, then it may be possible to send this report to your children.",概念合成-行为,23
25,"If you can recognize this earlier, it will help you to do the following: treatment or rehabilitation.",基于行为的评估,24
26,"Life support can be a small thing, but it can help you accomplish something. It is more important than the elderly or the elderly because of the elderly.",基于功能的分析,2
27,"Oh, for example, faxing. Then what? What is it that older people shouldn't do?",概念合成-功能,26
28,"My uncle: ""Exceptional circumstances""  ""In an accident""  ""Oh, give a gift""  ""This may or may not be helpful?""",概念合成-功能,26
29,"Then if it falls? ──that's in that ──not called monitoring, not called detection, there may be some preconception ──that the whole environment can be controlled by the silicon sensor that may be passed through it.",概念合成-结构,28
30,"This feels like it's more in the UI, and there's some kind of need for the hardware that it supports. This in the heart, it's falling into the robot's lap, so this may need its form.",基于结构的分析,29
31,"I was wondering if it was possible to customize it? Customize it. ‒ The way you like it or the way your child looks. ‒ But here again, ‒ Avoid ‒ You don't. ‒ Because if it's someone you know, ‒ Well, that might be even more effective.",基于结构的分析,30;21
32,"And it would be strange if there were other options. Ah, just let him have more. It's always customized to make him more likeable, more accepting, oh, more open-hearted.",基于结构的评估,31
33,"I don't know how the assistive device is going to be integrated with the robot, but the idea is that if he really is integrated with him, the robot will also be able to act as a reminder or a message, like that smart medicine box.",概念合成-行为,30
34,"The idea of mental health is still pretty imaginative, because it seems that although it is not a lot of robots, but it is possible to refer to the feeling of accompanying children as a child, the needs of the elderly and children in this part of the world should have something in common.",基于行为的先例,17
35,"But the way to do it is to talk about the way he's a robot, first of all his appearance, then to make him easy to accept, then his voice.",基于结构的分析,34;32;21
36,"The subtle function is that these record his daily habits to remind him of these things, that he occasionally has conversations and communication and communication, and then to judge whether his emotions are not emotional states, mental states are healthy, need or not?",概念合成-行为,34
37,"This is a bit of a life robot, right? Well, even though it's also about appearance, it's not the most important thing to make it acceptable, but it's the most important thing to make it acceptable.",基于结构的评估,26
38,"What practical operations can help the elderly? Well, it will determine what its appearance will look like, that is, it may be a little more functional, then it will be. It will also need to have some more rich sensors, whether it is temperature, humidity, humidity, distance.",概念合成-结构,36
39,"Can you predict or perceive or predict some risk, say, gas gate something, and then feed back these in a voice way, or go directly to solve them, solve that problem.",概念合成-行为,38
40,"Well, I think, I think, if his purpose is so clear, then he could be a little doctor or a little nurse. That might be more convincing.",基于结构的评估,33
41,"Well, it's because I suddenly thought of a lot of people who might have high blood pressure, and that's probably the blood pressure.",基于功能的先例,1
42,"The blood pressure monitor, which is a tool for treating all kinds of diseases, and then including blood sugar tests, or high blood sugar, or insulin tests, and so on.",基于功能的先例,41
43,"If he says that this is a very separate program, not combined with the others, then he can do it. Oh, that's totally biased.",基于结构的分析,42;40
44,"It's the same as assembling parts. Oh, modular design should be modular design different parts of this whole robot, for example this person, he has a heart disease. Oh, he has high blood pressure, high blood sugar, high blood sugar, he could have this arm open on one side and it's a blood pressure machine, it's like a nurse yelling at him for measuring his blood pressure, but if he doesn't have this disease, then his arm can be equipped with other modules for other modules.",概念合成-结构,43
