节点编号,原文,设计行为,源节点
67,"Or it could be that it needs someone to hold it, or it could be that it needs to become this kind of a man-chair, where it can rest anytime, anywhere, and it can be a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of",概念合成-行为,66
68,"It needs to be more adapted to its overall structure, it has some human-like actions, like sitting on a person, or supporting a person, it needs more complex structure, like a human.",概念合成-结构,67;61
69,"It's probably more functional, it's a full-on master hit like a human, so his behavior is human-like.",概念合成-功能,68;61
70,And it can help us to identify the danger by some intelligent means.,概念合成-功能,69
71,"For example, if it is possible to cross the road or if it is dangerous for him to climb stairs, he can make a solution accordingly.",概念合成-行为,70
72,"For example, if he suddenly had a heart attack or something, he would go to him and give him all the information and call him and offer some help.",概念合成-行为,70
73,"This is a relatively intelligent robot, which I feel is a lot harder to do now.",基于功能的评估,70
74,"For example, when he goes out, it may be a leisure activity, and it may be necessary to imitate the way the elderly person speaks and, like his friend, offer him some suggestions for playing.",概念合成-行为,69
75,"For example, if I just mentioned that he needs a walk in the park, he might go out with him and tell him something about the area. Interesting stories, or introduce a relevant place.",概念合成-行为,74
76,This word ─ is conceptual ─ he may need to do is human ─ this behavior and accompaniment,基于功能的评估,75
