节点编号,原文,设计行为,源节点
32,"Then the second robot itself. One of its main points, for example, is that it will make appointments, give tips and help.",概念合成-行为,31
33,"The following are some of the supporting functions related to healthcare, such as making an appointment for a follow-up visit to a hospital, or getting advice on medication.",概念合成-行为,32
34,The third word is this. He might say. Robot people have been given some recommended diet or exercise instructions.,概念合成-行为,27;28
35,"The robot's personality traits, or even some of its language, are also important.",概念合成-行为,34
36,Creating a way for older people to feel is a way to enhance some of their emotional experiences.,基于行为的评估,35
37,"And then the words were inspired by some of these voice packs, some of these AI's, and then the words were inspired by some of these voice packs.",基于功能的先例,36
38,"For example, the elderly, this little bit of voice, for example, can provide multiple options to use the voice of the child to generate an AI cue.",概念合成-行为,37
39,"I'll optimize it. I'll take each scheme, its description and maybe some other differences, and do a little bit of refinement.",基于功能的分析,0
40,"The first one is called Smart Home Health Companion, which is a name for a smart home that is designed to be a healthy companion.",概念合成-功能,10;39
41,"The core of the project is the aforementioned connected application in the home, the construction of a systematic robot, and the provision of health and safety monitoring services through smart devices.",基于功能的分析,40
42,The main core purpose of the robot as a terminal for the integrated manipulation of these smart products is to provide a more secure guarantee of the security of the system.,基于功能的分析,41
43,Then it may involve some product such as the word. It is mainly used to describe a terminal such as a sound form.,概念合成-结构,42
44,"The film is a sequel to the film, which was released in the United States on July 15, 2013.",概念合成-结构,43
45,The company has also been working on a new product called Smart Home.,概念合成-结构,44
46,Maybe the core of it is a formula like this for implementing a formula like this.,概念合成-功能,45
47,"The second word is to change the name of the robot, to call it a city healthcare companion.",概念合成-功能,24;39
48,"A product like this, which could be at its core, as a home, as a link to the city health care system; to help implement some of these functions by building some of these existing systems to build some of the health programs in the city.",基于功能的分析,47
49,"It involves some of the following: ⇒ related products and people, which may contain the same terminal.",概念合成-功能,48
50,The elderly person may have a software that is used by the elderly person himself or by some of his other caregivers.,概念合成-功能,49
51,"The information contained in the information is not clear, but it is not clear what information is included in the information, such as the health insurance of the city or the local health system.",概念合成-功能,50
52,The project is also possible to add a target group to each project.,基于功能的分析,0
53,"For the former, he may be talking about the more broadly defined middle-aged population.",基于功能的分析,10;52
54,"Because the core of it might be to do some health tests like this, maybe he has some disease or he doesn't have some disease, but he's not going to be able to do it.",基于功能的评估,53
55,The report also highlights the importance of preventing diseases.,概念合成-功能,54
56,"If there is a disease, it may be to prevent some emergency, it may also have some function to tell the parameters related to its disease, physiological parameters to do the detection.",概念合成-功能,54
57,"The second product, in terms of its target group, is probably more suitable for middle-aged people with certain chronic diseases.",基于功能的分析,24;52
58,"It's mainly to promote it in the treatment of this chronic disease, to help him overcome some of the difficulties and data gaps that are associated with this.",基于功能的评估,57
59,"The third category, which is also a relatively broad group of middle-aged people, is the elderly.",基于功能的分析,26;52
60,It is more suitable for people who are alone at home or who are relatively healthy and seeking a career.,基于功能的分析,60
61,The third word is maybe to tell him to live a healthy life with the robot.,基于功能的分析,26;39
62,The last one offers some small details about voice interaction.,基于行为的评估,61;38
63,"Then think of a group of elderly people who may not be as visually and hearing-impaired as younger people, and who may have some differences in their abilities.",基于行为的先例,62
64,"In this section, we'll look at some of the details of aging.",概念合成-功能,63
