节点编号,原文,设计行为,源节点
41,"It's a little bit of a memory, but it's a little bit of a memory, and it's a little bit of a memory, and it's a little bit of a memory, and it's a little bit of a memory, and it's a little bit of a memory, and it's a little bit of a memory, and it's a little bit of a memory, and it's a little bit of a memory, and it's a little bit of a memory, and it's a little bit of a memory, and it's a little bit of a memory, and it's a little bit of a memory, and it's a little bit of a memory, and it's a little bit of a memory, and it's a little bit of a memory, and it's a little bit of a memory, and it's a little bit of a memory.",基于功能的评估,40
42,Although you may forget it the next day.,基于功能的评估,41
43,"Because what he saw before was also an anime, and because he forgot all these things, he would put a note on everything, saying what is this thing?",基于功能的先例,36;42
44,"And then this thing that I felt was going to require me to do this thing, which was actually kind of annoying, and it was like a pencil eraser, and then it was a cell phone thing, which was actually particularly unfriendly to the elderly.",基于功能的评估,43
45,"If there was a robot that could do this, it could say something that is relatively simple, we could do an automatic input directly through voice or image, and it could say this thing, I think it would be a little bit better.",概念合成-功能,44
46,"I saw that Apple Vision Pro a few days ago, and I thought, well, I think it's possible to integrate 3D images into a robot.",基于功能的先例,45
47,"3D imaging, and I think one of the things that's going to connect is the connection of these ABs that I just talked about, and it's going to be more oriented toward the way that we tell stories.",概念合成-功能,45;46
48,"If you were to do a 3D image, it could actually be done in a real scene. It's kind of like you could sit here and see something that's kind of like a 3D projection of a memory with your naked eye or a projection of a hologram.",概念合成-功能,46;47
49,"You can go back to that memory together, and then go back to a time before that, and I feel like it's more like a memory retention.",基于功能的评估,48
50,"And then for his posterity, the old man died and left a better memory.",基于功能的评估,49
51,"Recently, a middle-aged man in his 30s had a serious work-related illness, and it was very important to have a healthy companion.",基于功能的分析,1
52,Many people don't have close relationships. This is actually a topic I've wanted to do before.,基于功能的分析,51
53,It can take a GPT interface. The robot's shape has not changed much.,概念合成-结构,52;32
54,"Three, forty, middle-aged; middle-aged is my mom's first impression; it seems that intimacy is not so necessary; it is more suitable for young people.",基于功能的评估,52
55,"I'm not sure what I want to do with my life, especially in a nursing home, because you have a period when you have a better friend. One of them leaves you. It's a little more difficult for older people to accept, and I feel like it can have a much harder impact on their mental health.",基于功能的先例,31
56,The nursing homes I visited were particularly poorly equipped in terms of mental health; it was basically as if no one was doing anything; and their overall service design was not very good.,基于功能的先例,55
57,"In fact, I think more robots, I feel like chatting is a good feature.",概念合成-功能,56
58,"He's got a problem with what he's talking about, what's his tone?",基于功能的评估,57
59,"What do I do from interaction? If possible, it's better to have a device ecosystem that works together.",基于结构的分析,58
60,"If it is a leg, it is better to use the higher-end robot.",概念合成-结构,2
61,"He also has a vision problem, which is a problem for many elderly people, and he has trouble walking because of the way he looks.",基于功能的先例,60
62,Some people's solution is to simply pull a rope without using a smart robot. The elderly person walks along the rope to various locations in the room.,基于行为的先例,61
63,The feel of the crutch is something that older people will use! Feel can also be combined with the crutch. Feel regularly carried things combine it inside.,概念合成-结构,62
64,"The glasses may actually be more or not need to add anything else? They are smaller, feel not very like big robots.",概念合成-结构,63;32
65,The workplace of middle-aged people. I don't know if I feel that there are too many unemployed this year.,基于功能的先例,51
66,Design a workplace with aigc,概念合成-结构,65
67,The idea is that the simple form is fine; it can't be that beautiful.,概念合成-结构,66
68,It's a bit like the future of cars we've seen before.,基于结构的先例,67
69,"It's normal to feel this kind of pressure, and it's hard to tell if there will be a group of people like this.",基于功能的先例,65
70,"The same is true for the human brain, which is a part of the brain, and the brain is a part of the brain.",概念合成-功能,2;69
71,He is more likely to be competitive in AI analysis than in human analysis.,概念合成-功能,69
72,"It's based on facial expressions, and emotions are a little more accurate.",概念合成-功能,71
73,"Then it can add another, which is the smaller screen. This screen is not for presenting information, it is for presenting expressions.",概念合成-结构,72
74,"He might just put it on your desk, or what? It might be your breathing bag when you're angry, something to accompany you when you're sad. Something like this he shares with you when you're happy.",概念合成-功能,73
75,It is a more comfortable option when you don't want to maintain a decent social life.,基于功能的评估,74
76,I feel a little tired because I'm still very much social every day.,基于行为的先例,75
77,There are some people he would be more inclined towards being single.,基于功能的先例,69
78,"And then if I have something to say to someone else, I find my; a good friend, they may have their own objects, I might wonder why I should not tell him.",基于功能的先例,77
79,Then he will generally put his energy into the intimate relationship first.,基于功能的先例,78
80,"For a situation like this, many people would use GPT as a dialogue.",概念合成-功能,79
81,"It's positioned as if it's here too. It's going to be something of a conversation, and when he's unhappy he'll type in G P T. Then G P T. It's going to come back to some comfort to you, or some guidance, or some analysis of some of your own words.",概念合成-功能,80
82,"I'm going to be more rational with my feelings, and I'm going to be better.",基于功能的评估,81
