节点编号,原文,设计行为,源节点
55,"I think he's different from that kind of direct-to-computer treatment, and he needs to provide convenience.",基于功能的分析,54
5,"I think that since he's the one who accompanies him on his travels, he might be a puppy, and can be an emotional companion.",概念合成-结构,4
1,"The first thing to think about is if you have thought about something similar, like an elderly person who has some health problems and may need to travel.",基于功能的分析,0
37,"I think it can be passive conversation, but it can be a conversation about the world.",概念合成-行为,30
14,"The older generation is behaving like a child, and it is able to detect obstacles and guide the older generation around them.",概念合成-行为,13
20,"I don't know much about the elderly person's illness, what his needs are, because I feel the old person's illness.",基于功能的评估,19
7,"Because it looks like a puppy, I think, so the main structure has four limbs, plus the middle body, which is the part of the body that can be used as a seat for him when he rests.",概念合成-结构,6
31,The article also highlights the importance of the health of older people.,基于功能的评估,30
54,And there are big screens where you can talk to a doctor or ask for help.,概念合成-功能,53
49,"What new features can be added? Then go to the doctor, make him a little bit more professional, design him into a professional.",基于功能的分析,48
53,"The telehealth industry is definitely structured and shaped, and it still needs a big screen.",概念合成-结构,52
58,"The point where you call the doctor, you may need a mediator to process the information and then call for help via voice.",概念合成-行为,57
38,"You can also initiate a conversation when the elderly are bored or something is going on, like asking them something simple, like what the weather is like today or what they cooked and ate.",概念合成-行为,30
39,"This can be a good thing for the elderly, dementia, some dementia can have all the benefits! and then they feel like there's always someone with them.",基于行为的评估,37;38
65,These are all communication functions.,基于功能的评估,63;64
77,"This way, he can voice reminders to the elderly for some regular monitoring.",概念合成-行为,76
74,A machine arm like this can contain a lot of tools or instruments.,概念合成-结构,70;71
73,This is a great way to learn more about some of his basic conditions.,基于功能的分析,72
18,This can be a form of exercise.,基于行为的评估,17
79,"The video is about a man who is trying to get his phone to work, but it's not working.",基于功能的评估,77
25,What is needed is a timely dialogue between the two generations and how to achieve distance care.,基于功能的分析,24
