节点编号,原文,设计行为,源节点
30,"And then on the mental level, in fact, in addition to communication, for example, we middle-aged people who usually want to do something when there is no one at home, for example, they may feel very empty or bored if they just sit there.",基于功能的先例,8
31,"For example, my own grandmother, he would normally cook, maybe in addition to grilling vegetables. In addition to doing housework, he would do that kind of small chore, like making a badge packaging, and then press the button, what is that kind of chore, and then how much time would he probably do?",基于功能的先例,30
32,"And then that word actually comes to the mind of an old man who doesn't need much money in return, but he may have that kind of give and take?",基于功能的分析,31
33,"And then the words, ""In the ordinary life"", are, ""Maybe there are middle-aged people who don't go out of their homes and do these things because there are risks involved, so if our product can give them this small share of the reward, then they will be able to do it"".",基于功能的评估,31
34,It might do something on the functional side. What about this? What is a game or what is it? Simulated operation etc.? Interactive interaction behavior?,概念合成-功能,33
35,"The robot is a robot that can be used to simulate the behavior of other robots, such as running.",概念合成-行为,34
36,"The middle-aged group. From this group, what we just talked about is the elderly. The elderly are the elderly in some empty nest that he may not have anyone in his home. But then in fact most of the cases are.",基于功能的先例,1
37,"I've done a similar thing before, I've seen a similar remote escort device, it's just that there's probably two of them separated by two places, but it can be done through some interaction on one side, and then some feedback on the other side, and then this word actually it's through this device to connect people to people.",基于行为的先例,36
38,"The device is not intended to provide emotional value to middle-aged people, but rather to provide them with something of value through the device itself.",基于行为的评估,37
39,"The device is more of a bridge in the middle; it may be that he is the one who takes the initiative, but he is not the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one who is the one",概念合成-行为,38
40,"Because many elderly people, they don't go out and seek some kind of emotional comfort or emotional value. Then this device would be more direct, then.",基于行为的评估,39
41,"And then I thought of one. We've done an instrument that looks like a weather sensor before, and it can go. The weather conditions on both sides of the connection.",基于行为的先例,38
42,"This is a way to let the other person know what the weather is like on your side, or even your mood, and then it's a way to convey your feelings in a subtle way.",基于行为的评估,41
43,"And then we'll probably summarize and summarize these products! First, it's going to be one-on-one from a group perspective, and then it's going to be one-on-one from a group perspective, and then it's going to be one-on-one from a group perspective, and then it's going to be one-on-one from a group perspective, and then it's going to be one-on-one from a group perspective, and then it's going to be one-on-one from a group perspective, and then it's going to be one-on-one from a group perspective, and then it's going to be one-on-one from a group perspective, and then it's going to be one-on-one from a group perspective, and then it's going to be one-on-one from a group perspective, and then",基于功能的评估,7;12;42
44,The first is about a robotic physiotherapist.,基于功能的分析,43
45,"The first is a robot that is about physiological health. Its shape. It may be a non-human shape. It is a piece of furniture or a wheelchair. It is a massage chair, wheelchair, etc. that is integrated into our everyday life.",概念合成-结构,27
46,"He can then give middle-aged people his own; that is, from monitoring to reminders to some physical accompaniment, some physical accompaniment!",概念合成-行为,23
47,"Yes, and then the second word is: ""The spirit accompanying you just mentioned"" which is that it is not a robot form, but a soft non-mechanical form, which is a kind of ""spirit accompanying"" that is not a robot form.",概念合成-结构,9
48,"It would then be able to weaken the robot's senses. Maybe not, maybe not at the level of language, maybe not at the level of language.",基于行为的先例,10
49,"The AI models we trained for, he doesn't understand very well. The way middle-aged people think or speak, we need to design more in line with them. The way they think and communicate. The dialects that might exist.",基于行为的分析,12
50,"And then the third thing that I just thought of was, first of all, he will act as a mediator, a bridge between the two, to help the elderly.",基于行为的评估,38
51,"As for its form, I think that... formally it can be a... that is, whether it is the weather or... anything in the environment.",概念合成-结构,41
52,"I just mentioned one more. Yeah, I forgot, it's about this mind-accompanying robot, which actually provides some communication from language. It actually provides some behavior. It provides some middle-aged people to participate in.",基于行为的分析,34
53,"Not only is it impossible, but it's not just a game or a simulation of a situation. If he can do the realism, the realism, our scenarios are probably going to be able to use some of these virtual reality technologies.",概念合成-行为,52
