节点编号,原文,设计行为,源节点
64,"Oh, because like my family, my family has a little one, my mother would love to teach English to her children, but I told her that she doesn't speak English very well, and she was very upset at that time, and then sometimes she would let me go online and download some English-language stories, the kind of stories.",基于行为的先例,62
65,"I mean, hey, the old man, they're all really hoping that the kid is going to be able to teach the kid more stuff in the process of, hey, taking the kid with them, and then they're hoping that he can teach this stuff, and he can be more accurately useful.",基于功能的分析,64
66,Or is there something that can slow down some of their hunger and meet some of their needs?,基于功能的评估,65
67,"Well, that word is for children, and that might include some intellectual learning and then some children's entertainment songs.",概念合成-功能,63
68,"The child cares only about the child, not about the old person himself.",基于功能的评估,67
69,The older person may have some of the side effects in his personal mode. This is more of a companion type than the previous one. It can also provide him with some companionship and entertainment in his life.,概念合成-功能,68;36
70,Some of the people who have problems can ask questions.,概念合成-行为,69
71,The idea of helping children walk is actually to add a child model to the original model of companionship.,基于功能的评估,70
72,I just mentioned the custody. What kind of surveillance does he have?,基于功能的分析,59
73,"The old man has a cell phone and can use this monitor. Oh, and he can also speak remotely.",概念合成-行为,72
74,The health food is still good?,基于功能的评估,22
75,"I think that the diet of middle-aged people is still very healthy, and they don't need to be told anything specific.",基于功能的先例,74
76,"It's like a recipe for something healthy, or something that says, ""What's better for you to eat if you have high blood sugar?""",概念合成-功能,75
77,"The robot, which is likely to be a bit of a handyman, can be used as a tool to help him run around the house.",基于功能的分析,0
78,"But that's what you need this robot for, it has some very flexible, mechanical grippers.",概念合成-结构,77
79,"I'm not sure if it's a good idea to do this.",基于结构的评估,78
80,"In fact, I think if this old man is uncomfortable, there must be other people in the house, so that's the need.",基于功能的评估,77
