节点编号,原文,设计行为,源节点
26,I'm going to take a group of like-minded middle-aged people and do a reasonable planning thing.,概念合成-功能,23;25
27,I feel biased towards that software.,概念合成-结构,26
28,"I started thinking about sorting their activities, and then they went to their own places and picked out, say, what time and how many times I was free, and then they went to a group registration and then they went to a group gathering in a designated area.",概念合成-行为,23;26;27
29,"I think the next thing I can do is to take their peers, as a breakthrough, say they play cards. Then we can do some new innovations, like the Mahjong table he has that automatic Mahjong, chess, five-card draw.",概念合成-功能,28
30,"A collection of game activities on different tables, such as a multifunctional table that has many entertainment items",概念合成-功能,29
31,"They have a choice, so I say, ""I want to play cards, so I'll play cards"".",概念合成-行为,30
32,"They might have some props, some systematic costumes, and then some fans on their hands can make an innovation out of some of their props.",概念合成-结构,24
33,"When two team members dance in the square, and then some fans in their hands interact, there are some special effects.",概念合成-行为,32
34,Most of the above are some innovative ideas related to the elderly.,基于功能的先例,3;22
35,"And then I can think of some things now. middle-aged people they might have some more or less, they might have some problems with their bodies, and then they might have, say, high blood sugar and things like that, and then they need to go to their own regular health monitoring.",基于行为的先例,34
36,"My grandmother used to, she used to, she used to record her blood sugar with that blood sugar monitor, and then she would record it with that pen and paper and give it to him.",基于行为的先例,35
37,"For example, she can automatically record her blood sugar, and based on the software, the data is synchronized to her kids' devices, so they can easily see it.",概念合成-功能,36
38,"There are some more obvious exceptions, and a prompt to automatically dial their phone is performed.",概念合成-功能,37
39,"I just had some ideas about the health side of things, from a companion perspective, talking to family members, talking to people, and so on.",概念合成-功能,35
40,"The app has one expression, which you choose one expression every day and record it to represent your mood for the day.",概念合成-行为,39
41,I want to hang a calendar that shows something that is more convenient to see. Some of the mood or state of the elderly.,基于结构的评估,12
42,"My grandfather, he likes his laduhu as a hobby, he knows a lot of people who are old college.",基于功能的先例,41
43,"I think it's something like a radio recorder, teaching these middle-aged people a play, a dihu, some of the lessons that can be played on the radio.",概念合成-功能,42
44,My grandfather bought that and that and needed to go there himself. He needed to download some accompaniment or other songs and he couldn't get it himself.,基于行为的先例,43
45,"I thought I could do something, too, and make a robot that teaches through voice.",概念合成-功能,44
46,"Because our young people are likely to learn more online, they say that the information on the internet is more complex, and then they will inevitably spend more time to understand that information, which will require a high learning cost.",基于功能的评估,45
47,"I think again, if someone writes today in a bad mood, he might go straight to his child to continue.",概念合成-行为,13
48,"Because many elderly people, when they are sick, sometimes they prefer to stay put, not to worry about their children.",基于功能的先例,47
49,It can be a control through the child. It can be a control through the child. It can be a control through the child. It can be a control through the child.,概念合成-行为,48
50,"The second accompaniment is the bird, which sings or broadcasts messages while the elderly are drinking tea or playing cards.",概念合成-功能,19
51,The third word is their shared entertainment and social aspects. You can take one of theirs.,基于行为的分析,22
52,"And the voice feels that it can also be used in that simple way of touching, and now the elderly are being told to do some simple things, and they can also accept that.",概念合成-结构,51
53,"The most obvious classification, then the larger words, then the way they are combined with the images; this will allow them to find the information they want faster.",概念合成-结构,52
54,"I think it's better to add one voice, but it's better to add one voice, considering there are some older people who may have old eyes and so on.",概念合成-功能,53
55,"The patient, for example, says he has to take three pills, then he has two left, then he doesn't eat when, etc. to perform an intelligent reminder.",概念合成-功能,54
56,"And then I thought, well, this could be integrated with a smart medicine box.",基于功能的分析,55
57,I think the blood glucose meter can also be used to take some of the drugs that lower blood sugar.,概念合成-结构,56
58,"When it comes to blood sugar, for example, middle-aged people say they need to have a regular check-up, for example, if they have high blood sugar, and then sometimes children say they may be too busy to work, forget or not have time to go.",基于行为的先例,57
59,I think we're doing some blood sugar monitoring with watches now.,概念合成-功能,58
60,"The watch can be used as a material or a formulation. It does not need to be a complementary function. It can be improved into a bracelet, but it has a monitor inside. Monitoring is one of the functions of your character, but the bracelet is something that fits the preferences of the elderly, one of their habits, so that they are happy to carry something with them.",概念合成-结构,9;59
61,The user can add a small function such as location.,概念合成-功能,60
62,I think that this is something that can make the family feel a little more comfortable. I think that this is something that can help me to get my family to feel a little more comfortable.,基于功能的评估,61
