节点编号,原文,设计行为,源节点
58,"They're now generally saying that they're going to pass, say, that kind of calendar.",基于功能的先例,57
59,"The robot can also remind you, for example, what the weather is like today, winter and summer.",概念合成-功能,56;57
60,"Then the weather. For example, it's going to rain today, so you go out and take these.",概念合成-功能,60
61,"In the morning, for example, the old man gets up, and later the robot detects the old man. He gets up or moves, he can think of a piece of music first. Say hello to him in a relatively gentle way, and then say a word to him, for example, what is the weather today, what is the festival?",概念合成-行为,59
62,And then there's the reminder feature.,概念合成-功能,61
63,I just talked about interacting with my grandchildren.,基于功能的先例,46
64,"He could say, ""Well, he has a printer"".",概念合成-行为,63
65,"The computer will print out what they say, and then it will be able to tell you what your child or grandchild wants to say to him or her, and then it will be able to use what you have to say to him or her, for example, to type in and talk with the mobile app.",概念合成-行为,63;64
66,"Although it's now the same on WeChat, it's also easy to leave a message or make a phone call.",基于行为的先例,65
67,"But I think the printer is printing it out. For example, a note, although it is printed, is a copy of something that your child or grandchild wrote.",概念合成-行为,66
68,"So it looks more like a temperature, a temperature.",基于行为的评估,67
69,"The first is that there are other, more interesting interactive devices.",基于行为的分析,68
70,"I also think of other things on the web, like, ""What's the opposite of a couple?"" where they can press a button and on the other side, someone else will see that and they'll click that button.",基于行为的先例,69
71,I think this could be transferred to the companion robot.,基于行为的分析,70
72,"For example, if a child or grandchild is on the other side, say a button is pressed, and on this side, there is an interactive device to interact with it.",概念合成-行为,63;71
73,I'm not sure what kind of form this is to give him to interact with.,基于行为的评估,72
74,"Maybe for a moment, say something like, say, like a robot waving to him.",概念合成-行为,73
75,This also allows them to customize.,概念合成-行为,74
76,"They're also better at customizing, and they can do it in their own way.",基于行为的评估,75
77,The new feature is also available in the form of an old photo.,基于功能的分析,40
78,He likes to look back at the past and look at old photos from time to time.,基于功能的先例,77
79,The robot can also show them some old photos from time to time.,概念合成-功能,78
80,"And that's the kind of function that helps him remember, helps him think.",概念合成-功能,79
81,"And then you can add some of these functions, which is what's going to help him slow down Alzheimer's, Alzheimer's, Alzheimer's.",基于功能的评估,80
82,I also thought of one that was aimed at the kind of people who prefer chess.,基于功能的分析,1
83,Many older people like that chess game.,基于功能的先例,82
84,"I've been to a place before, when I was an undergraduate, a place where there were many chess stands on the street, where old people would play chess.",基于功能的先例,83
85,"But the chess stands or the ones in the park, on rainy days, might be in the event hall.",基于功能的先例,84
86,"Maybe there are some old people who like chess, but there is no such place nearby.",基于功能的先例,85
87,"The game is played on a chessboard, which is a chess-playing machine.",概念合成-功能,86
88,"And not just chess, because these computers are really good now.",基于功能的先例,87
89,"The game is also available in other languages, such as Go, Chess, and Mahjong.",概念合成-功能,88
90,"For example, if there are three people, you can bring him and play a game of mahjong.",概念合成-行为,89
91,"Then on its structure. Perhaps compared to humans, having hands and feet that can walk on their own, and hands that can pinch a chessboard, is superior.",概念合成-结构,82
92,"Because I think that old people, old people, they play chess, they play cards, they probably sit for a long time, and it's not good for them.",基于功能的先例,91
93,You can set up a reminder function,概念合成-功能,92
94,"The old man, for example, says he sits for an hour, he reminds him, this is paused, and tells the old man that you have to get up and rest; then I will come down with you.",概念合成-行为,93
95,"In fact, the robot, since he can play chess, he can do a lot of other things.",基于功能的分析,87
96,"For example, helping the elderly with household chores seems to make things easier for them.",概念合成-功能,95
97,"He can play chess, do other things, even go to the old man's house and buy him some food.",概念合成-功能,95;96
98,The fact is that I think we can also develop machines for older people with different interests that are relevant to their interests.,基于功能的分析,97
99,"For example, an old man who likes to fish, he builds a robot.",概念合成-功能,98
100,"So, the equivalent of a variant of option three, mostly accompaniment and then some help.",基于功能的评估,99
101,"If you like to fish, you can help the elderly with something",概念合成-功能,99
102,"For example, an old man who likes to dance gives him a robot partner.",概念合成-功能,98
103,"And then he's got a high degree of flexibility, and then he's got a high degree of freedom.",基于功能的评估,102
104,This can do a lot of things.,基于功能的评估,103
