节点编号,原文,设计行为,源节点
37,The money can be used to make some interactions or accompany several elderly people at the same time.,基于功能的评估,36
38,"For example, if you add some entertainment functions, like elderly people, if you can middle-aged people, in a nursing home or in these kinds of healthcare environments, this robot can do a square dance, square dance song.",概念合成-功能,37
39,The screen is a bit bigger than it should be.,基于结构的评估,38
40,"Maybe more, then some companionship, maybe regularly, say regularly.",概念合成-功能,33
41,"There are also, for example, health records of the elderly. Here, it is likely that there are more systems-level designs, some system-functional designs.",概念合成-结构,40
42,"Then, compared to the previous version, it will have a little more structure overall, its storage space, its interactive screen. This aspect may be a little bigger than the version, because this is a wider range of use environment and people.",基于结构的评估,36;38
43,"It is possible that option 2 is an upgrade on the basis of option 1, and then more and more of a care system with a nursing home or a rehabilitation center such as a rehabilitation center, with some better connections, better systematic collection of monitoring data for the elderly such as health records, some management of daily living, etc.",基于功能的评估,41
44,"Then option three: ""How long is it now?"" 15 minutes? for the elderly in the park square. This is a health companion, because the elderly, perhaps middle-aged, will also appear in some outdoor recreation areas.",基于功能的分析,0
45,"So this kind of robot it may be more in the form of a public product, which is indeed in a relatively ideal state, and a state that may not be common in today's society. I I feel it is, in fact, for this kind of outdoor recreation place this kind of elderly companion.",概念合成-行为,44
46,"Some examples are the use of words like entertainment function or the playing of music like the previous one, the playback of a square dance song.",概念合成-功能,45;38
47,"Then there are the patrols, the monitoring, the safety of the elderly, the first aid equipment, the medicines, the emergency call, the timely treatment of the elderly in the face of an outdoor emergency.",概念合成-功能,46
48,"The timely remedy may be the robot in this public setting, some of whose role is to help the poor and the needy.",基于功能的评估,47
49,"Then there are some connections with community hospitals, what police station, this fire station, etc. Then there are some, and then there are some, and then there are some, and then there are some, and then there are some, and then there are some, and then there are some, and then there are some, and then there are some, and then there are some, and then there are some, and then there are some, and then there are some, and then there are some, and then there are some, and then there are some, and then there are some, and then there are some, and then there are some, and then there are some, and then there are some, and then there are some, and then there are some, and then there are some, but this is probably just a precaution, and so on.",概念合成-功能,47
50,"In addition to the entertainment function. Then there may be more to do with the health monitoring, security and some handling of some of the emergencies in the environment as a whole, which I think this type of robot might be able to do.",基于功能的评估,48;49
51,"So it could be the shape of the two main ones upstairs, or maybe it could be a humanoid.",基于结构的分析,50
52,"Some of the innovations in its structure may be in the outdoor environment, it may be that there are steps and slopes, what kind of different road conditions, what kind of road conditions, and what kind of road conditions.",基于结构的分析,51
53,"The robot may have some better features in its movement structure, its motor drive structure. The design is to be able to accommodate different road conditions, making the robot better able to move, and the design is to be able to move around in a different way.",概念合成-结构,44
54,"This is what I think is going to be more complicated for this robot, its movement environment or one of its work environments, than the previous two.",基于行为的评估,33;2;53
55,"Of course, these are not the same as the two robots before, he could be a charger.",基于结构的先例,35;46
56,"So this outdoor word, then it itself. To increase the durability, maybe the durability problem, it might be combined. This solar charging might be even more.",概念合成-结构,52;53
57,"So, what is the fourth option? What is the middle-aged health companion robot?",基于功能的分析,0
58,"So this family model is actually having children, having a caregiver, in the context of a family environment where there are multiple members, then this type of robot might have a function that I think would be simplified a little bit, but it's not a simple one.",基于功能的分析,57
59,"I feel more inclined towards a sort of desktop robot even if the Bluetooth speakers are the kind of thing that they don't have the ability to move, maybe it's more at the bedside of the elderly, or the desk, etc. These places might be more like entertainment rooms, one by one, for entertainment purposes, and the other is the one where the elderly are more likely to be in the same room.",概念合成-结构,58
60,"The first is that the diet, then the medication, then some of the basic physiological symptoms, the monitoring of these aspects of the memory, the monitoring of the memory, the monitoring of the memory, the monitoring of the memory, the monitoring of the memory, the monitoring of the memory.",概念合成-功能,59;6;8;35
61,"So a government robot like this, his job might be lighter, and then at the same time maybe he'll have to use... maybe he'll have some entertainment, maybe some better interaction, maybe some homework, maybe some voice communication, maybe some intelligence.",概念合成-行为,59;60
62,"The same is true for the other two, except that this robot is smaller, has no mobility requirements, and does not need to have too much capacity to do better, some of which is interactive, and some of which is data monitoring and control.",基于结构的评估,59;61
63,"Option 5 may be that you need to further refine the population. For example, ""serious"". For example, ""serious ward"".",基于功能的分析,0
64,"Then we have option six, option six is ◎ option six‬ sometimes wheelchair‬",概念合成-结构,0
65,"The term ""Self-care"" is used to describe the process of the elderly losing their autonomy, and the ability to move and care for themselves. In the case of the elderly, the role of the care is more to help the child or other caregiver to better fulfill a concern for the elderly, and to help the elderly to be more aware of their needs.",基于功能的分析,64
66,"My understanding is that it also doesn't require mobility, but rather is more about image collection with a data collection, combined with artificial intelligence and some features to do better to care for the elderly to further remind caregivers to do more timely and accurate things for the elderly.",概念合成-功能,65
67,"It doesn't have to be a robot, it can be a bunch of cameras, or sensors, or even a bunch of modular devices that aren't integrated, and then some sort of processing system that is integrated into the so-called robot's core, and so on.",概念合成-结构,66
68,"I think it's possible that in this form, rather than the traditional robot form, the robot will be able to do this.",基于结构的评估,67
69,"It's more like having an intelligent robot brain, and then, well, there's this multi-modular surveillance device, the surveillance module, in this form that exists in this ward or this old man who is paralyzed.",概念合成-结构,68
70,"Then there's the part that might have been thinking about a wheelchair, which is an elderly person whose way of acting is a wheelchair. So this robot could be?",概念合成-结构,64
71,"It may be that it is installed on a wheelchair, and then on the one hand it may be an assisted-assisted movement.",基于结构的评估,68
72,"In fact, the old man, he doesn't even call it a wheelchair, he has an electric car, in fact, I've seen it just use his finger to swing the swing, and then there's some buttons like that, going back and forth, it's an electric wheelchair.",基于结构的先例,71
73,"Then maybe such a robot it is combined in this wheelchair afterwards, it can help the elderly better to judge the road conditions, better to go to mobile control speed etc, and then build a combination of a safe driving, then have a better judgment for the road conditions, then have corresponding, such as positioning, this reminder of the route, then then some basic some contact function, call for help function.",概念合成-功能,72
74,The report also highlights the need for a more effective approach to the issue of elderly people.,基于功能的评估,73
75,"It could be something like a smart smart wheelchair, a smart wheelchair car that combines a concept like robots and a wheelchair, and it could be a smart wheelchair.",基于结构的先例,74
76,"So I think if it's a little bit high-end, it's just going to be shaping the robot into a wheelchair, or directly combining the shape of the wheelchair car. If it's a little bit cheaper, maybe a little bit more harmonious, it's going to be assembled into an existing wheelchair.",概念合成-结构,75;67
77,"So the two types of it have two different structures, so the first is that it's completely necessary to design a new smart wheelchair car, and the other is that it might be some modular components that are installed on the wheels, the handles, or the dashboard, etc. in these places, and then implement its corresponding functions.",基于结构的评估,76
